V0_tanh,V1_tanh,V6_tanh,V7_tanh,V16_tanh,V17_tanh,V38_tanh,V2_power3,V3_power3,V10_power3,V11_power3,V20_power3,V21_power3,V30_power3,V31_power3,V4_sqrt,V5_sqrt,V12_sqrt,V13_sqrt,V22_sqrt,V23_sqrt,V32_sqrt,V33_sqrt,V8,V9,V18,V19,V26,V27,V34,V36,V37,V14,V15,V24,V25,V40,V41,V42,V43,V28_log,V29_log,V35_log,V39_log,label
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,314432.0,405224.0,373248.0,421875.0,357911.0,314432.0,405224.0,9.055385138137417,8.717797887081348,8.426149773176359,8.366600265340756,8.54400374531753,8.426149773176359,8.54400374531753,8.717797887081348,66.0,67.0,69.0,74.0,58.0,63.0,66.0,63.0,66.0,67.0,69.0,69.0,65.0,71.0,68.0,66.0,60.0,3.9889840465642745,4.143134726391533,4.174387269895637,4.2626798770413155,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,373248.0,493039.0,421875.0,343000.0,474552.0,421875.0,421875.0,7.937253933193772,8.306623862918075,8.426149773176359,8.426149773176359,7.874007874011811,8.18535277187245,7.54983443527075,7.54983443527075,71.0,71.0,71.0,71.0,59.0,59.0,66.0,68.0,67.0,65.0,74.0,62.0,60.0,58.0,62.0,52.0,54.0,4.23410650459726,4.189654742026425,4.23410650459726,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,314432.0,357911.0,343000.0,328509.0,140608.0,300763.0,343000.0,6.6332495807108,6.928203230275509,6.782329983125268,6.557438524302,7.54983443527075,6.48074069840786,8.0,8.246211251235321,56.0,48.0,62.0,44.0,58.0,60.0,59.0,69.0,55.0,57.0,43.0,20.0,23.0,19.0,47.0,18.0,17.0,3.6375861597263857,3.713572066704308,3.8501476017100584,4.007333185232471,1
1.0,1.0,1.0,1.0,0.9999999999999966,0.9999999999897818,0.9999999994421064,54872.0,157464.0,195112.0,195112.0,389017.0,474552.0,389017.0,405224.0,7.745966692414834,7.211102550927978,8.717797887081348,8.426149773176359,8.06225774829855,8.18535277187245,7.211102550927978,7.615773105863909,26.0,29.0,75.0,73.0,59.0,57.0,40.0,49.0,45.0,59.0,68.0,62.0,47.0,62.0,64.0,46.0,40.0,3.1354942159291497,3.258096538021482,3.6375861597263857,2.5649493574615367,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,238328.0,389017.0,389017.0,474552.0,314432.0,262144.0,357911.0,405224.0,5.830951894845301,6.4031242374328485,8.06225774829855,8.06225774829855,7.810249675906654,7.615773105863909,7.211102550927978,7.483314773547883,65.0,77.0,69.0,67.0,73.0,70.0,59.0,67.0,75.0,33.0,48.0,60.0,59.0,22.0,19.0,29.0,24.0,3.8066624897703196,3.6888794541139363,4.127134385045092,3.6635616461296463,1
1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999966,185193.0,79507.0,274625.0,157464.0,226981.0,226981.0,103823.0,140608.0,8.602325267042627,7.54983443527075,8.660254037844387,7.0710678118654755,7.416198487095663,7.483314773547883,7.3484692283495345,7.615773105863909,68.0,58.0,60.0,59.0,75.0,77.0,51.0,53.0,18.0,59.0,73.0,48.0,63.0,15.0,69.0,30.0,40.0,2.5649493574615367,1.9459101490553132,3.4339872044851463,1.791759469228055,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,357911.0,357911.0,456533.0,512000.0,493039.0,421875.0,421875.0,8.246211251235321,8.12403840463596,8.12403840463596,8.06225774829855,8.0,8.0,8.06225774829855,8.06225774829855,73.0,72.0,71.0,74.0,70.0,68.0,73.0,71.0,70.0,60.0,58.0,60.0,55.0,63.0,62.0,52.0,52.0,4.330733340286331,4.30406509320417,4.290459441148391,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,226981.0,226981.0,238328.0,357911.0,389017.0,373248.0,287496.0,7.416198487095663,7.54983443527075,8.426149773176359,8.426149773176359,8.06225774829855,8.366600265340756,7.280109889280518,7.416198487095663,64.0,69.0,65.0,66.0,80.0,75.0,63.0,60.0,61.0,53.0,53.0,47.0,39.0,59.0,58.0,50.0,49.0,4.204692619390966,4.1588830833596715,4.1588830833596715,4.143134726391533,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,474552.0,343000.0,21952.0,314432.0,175616.0,314432.0,166375.0,6.324555320336759,5.830951894845301,7.0710678118654755,6.782329983125268,6.782329983125268,6.855654600401044,7.937253933193772,7.3484692283495345,65.0,26.0,63.0,63.0,28.0,23.0,40.0,65.0,68.0,25.0,66.0,12.0,6.0,5.0,10.0,13.0,10.0,4.02535169073515,3.871201010907891,2.995732273553991,4.04305126783455,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,373248.0,421875.0,373248.0,328509.0,389017.0,421875.0,389017.0,7.416198487095663,7.211102550927978,8.366600265340756,8.0,8.602325267042627,8.18535277187245,8.717797887081348,8.660254037844387,68.0,63.0,62.0,59.0,66.0,51.0,64.0,73.0,70.0,60.0,57.0,49.0,42.0,71.0,42.0,61.0,39.0,4.060443010546419,3.871201010907891,4.127134385045092,3.9318256327243257,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,551368.0,357911.0,357911.0,456533.0,328509.0,373248.0,405224.0,8.306623862918075,8.18535277187245,8.48528137423857,8.54400374531753,8.366600265340756,7.937253933193772,8.48528137423857,7.681145747868608,74.0,64.0,79.0,62.0,61.0,53.0,64.0,70.0,65.0,59.0,54.0,54.0,50.0,64.0,58.0,60.0,57.0,4.07753744390572,4.0943445622221,3.9889840465642745,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,357911.0,274625.0,405224.0,421875.0,474552.0,456533.0,438976.0,7.681145747868608,7.745966692414834,8.426149773176359,8.660254037844387,7.3484692283495345,7.54983443527075,7.681145747868608,7.54983443527075,33.0,39.0,43.0,44.0,57.0,61.0,53.0,53.0,57.0,53.0,57.0,56.0,56.0,77.0,82.0,66.0,68.0,4.0943445622221,4.127134385045092,4.0943445622221,4.30406509320417,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,405224.0,389017.0,438976.0,343000.0,287496.0,343000.0,389017.0,7.14142842854285,7.416198487095663,8.306623862918075,8.18535277187245,8.366600265340756,7.874007874011811,7.681145747868608,7.874007874011811,67.0,67.0,65.0,61.0,68.0,65.0,64.0,67.0,68.0,55.0,53.0,43.0,35.0,53.0,42.0,37.0,28.0,4.110873864173311,4.02535169073515,4.127134385045092,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,438976.0,373248.0,493039.0,493039.0,531441.0,389017.0,389017.0,8.602325267042627,8.306623862918075,8.602325267042627,8.774964387392123,8.246211251235321,8.306623862918075,7.810249675906654,8.06225774829855,67.0,68.0,71.0,74.0,62.0,63.0,65.0,65.0,72.0,65.0,65.0,59.0,63.0,70.0,67.0,58.0,56.0,4.204692619390966,4.189654742026425,4.189654742026425,4.143134726391533,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,389017.0,456533.0,421875.0,373248.0,328509.0,357911.0,357911.0,7.937253933193772,8.0,8.602325267042627,8.717797887081348,8.12403840463596,8.602325267042627,7.745966692414834,8.0,61.0,75.0,49.0,67.0,53.0,66.0,62.0,67.0,74.0,63.0,61.0,48.0,48.0,63.0,64.0,50.0,52.0,4.1588830833596715,4.219507705176107,4.219507705176107,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,343000.0,421875.0,314432.0,110592.0,103823.0,389017.0,421875.0,8.12403840463596,8.366600265340756,7.937253933193772,8.12403840463596,8.48528137423857,8.774964387392123,7.874007874011811,7.937253933193772,60.0,57.0,36.0,34.0,62.0,62.0,69.0,56.0,53.0,63.0,69.0,62.0,66.0,72.0,73.0,64.0,63.0,4.04305126783455,4.23410650459726,4.2626798770413155,4.330733340286331,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,314432.0,405224.0,373248.0,287496.0,493039.0,343000.0,357911.0,6.4031242374328485,6.928203230275509,7.937253933193772,7.937253933193772,7.54983443527075,7.745966692414834,7.937253933193772,8.48528137423857,54.0,47.0,60.0,65.0,45.0,45.0,34.0,66.0,78.0,47.0,45.0,49.0,52.0,60.0,43.0,52.0,51.0,3.4339872044851463,3.58351893845611,3.5263605246161616,3.5553480614894135,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,389017.0,405224.0,421875.0,551368.0,343000.0,592704.0,357911.0,373248.0,7.3484692283495345,7.937253933193772,7.681145747868608,8.774964387392123,7.937253933193772,8.18535277187245,7.3484692283495345,7.745966692414834,59.0,71.0,60.0,70.0,57.0,69.0,57.0,53.0,73.0,38.0,38.0,33.0,38.0,49.0,56.0,27.0,36.0,4.127134385045092,4.174387269895637,4.110873864173311,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,421875.0,421875.0,405224.0,438976.0,405224.0,373248.0,357911.0,7.874007874011811,7.874007874011811,8.54400374531753,8.774964387392123,8.18535277187245,8.306623862918075,7.54983443527075,7.810249675906654,70.0,76.0,64.0,66.0,65.0,65.0,62.0,62.0,66.0,63.0,58.0,56.0,44.0,54.0,56.0,44.0,35.0,4.219507705176107,4.23410650459726,4.174387269895637,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,343000.0,438976.0,405224.0,551368.0,456533.0,421875.0,389017.0,8.0,7.874007874011811,8.06225774829855,8.0,8.660254037844387,8.602325267042627,8.0,7.874007874011811,64.0,64.0,74.0,75.0,72.0,71.0,63.0,68.0,70.0,64.0,60.0,72.0,73.0,72.0,71.0,65.0,57.0,4.204692619390966,4.23410650459726,4.174387269895637,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,357911.0,421875.0,474552.0,373248.0,474552.0,328509.0,456533.0,7.615773105863909,8.306623862918075,8.306623862918075,8.426149773176359,8.12403840463596,8.48528137423857,7.874007874011811,8.18535277187245,67.0,72.0,61.0,68.0,48.0,48.0,65.0,70.0,74.0,65.0,63.0,41.0,38.0,67.0,69.0,55.0,60.0,4.143134726391533,4.219507705176107,4.23410650459726,4.394449154672439,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,110592.0,328509.0,91125.0,110592.0,262144.0,250047.0,117649.0,185193.0,8.94427190999916,7.211102550927978,6.48074069840786,7.681145747868608,8.888194417315589,8.366600265340756,6.557438524302,8.660254037844387,58.0,46.0,63.0,69.0,49.0,46.0,49.0,36.0,39.0,40.0,38.0,33.0,19.0,14.0,20.0,21.0,4.0,3.784189633918261,3.7612001156935624,3.295836866004329,4.04305126783455,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,389017.0,421875.0,531441.0,287496.0,250047.0,314432.0,389017.0,7.54983443527075,7.810249675906654,8.54400374531753,8.774964387392123,8.602325267042627,8.774964387392123,7.681145747868608,7.810249675906654,63.0,72.0,63.0,65.0,53.0,52.0,64.0,58.0,69.0,36.0,38.0,29.0,28.0,37.0,38.0,24.0,18.0,4.1588830833596715,4.219507705176107,4.189654742026425,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,226981.0,185193.0,238328.0,474552.0,438976.0,314432.0,314432.0,8.12403840463596,8.246211251235321,8.12403840463596,8.12403840463596,8.48528137423857,8.48528137423857,7.681145747868608,8.18535277187245,61.0,63.0,62.0,65.0,64.0,65.0,67.0,58.0,57.0,59.0,59.0,60.0,60.0,48.0,59.0,39.0,51.0,4.1588830833596715,4.248495242049359,4.189654742026425,4.290459441148391,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,314432.0,456533.0,438976.0,456533.0,389017.0,421875.0,456533.0,8.0,7.745966692414834,8.18535277187245,8.18535277187245,8.0,7.615773105863909,8.48528137423857,8.246211251235321,75.0,70.0,70.0,69.0,58.0,57.0,72.0,72.0,69.0,65.0,59.0,56.0,51.0,62.0,61.0,53.0,53.0,4.2626798770413155,4.219507705176107,4.248495242049359,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,274625.0,343000.0,314432.0,456533.0,373248.0,373248.0,287496.0,8.602325267042627,8.06225774829855,8.306623862918075,8.06225774829855,8.0,7.0,7.874007874011811,7.54983443527075,71.0,68.0,76.0,71.0,71.0,67.0,74.0,72.0,69.0,70.0,70.0,45.0,35.0,76.0,71.0,58.0,45.0,4.204692619390966,4.1588830833596715,4.276666119016055,4.189654742026425,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,287496.0,195112.0,125000.0,46656.0,74088.0,59319.0,50653.0,8.306623862918075,8.426149773176359,6.6332495807108,6.855654600401044,6.928203230275509,6.557438524302,5.291502622129181,5.477225575051661,67.0,67.0,73.0,76.0,71.0,73.0,68.0,73.0,69.0,63.0,73.0,61.0,61.0,65.0,68.0,56.0,55.0,4.127134385045092,4.1588830833596715,4.2626798770413155,4.30406509320417,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,300763.0,389017.0,389017.0,389017.0,343000.0,343000.0,328509.0,8.306623862918075,8.246211251235321,8.306623862918075,8.306623862918075,8.06225774829855,8.48528137423857,7.483314773547883,7.874007874011811,63.0,71.0,54.0,61.0,67.0,71.0,69.0,68.0,69.0,70.0,65.0,56.0,55.0,71.0,69.0,52.0,50.0,4.23410650459726,4.248495242049359,4.204692619390966,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,456533.0,474552.0,421875.0,438976.0,421875.0,343000.0,287496.0,8.366600265340756,8.246211251235321,8.774964387392123,8.06225774829855,8.06225774829855,8.48528137423857,7.54983443527075,7.681145747868608,68.0,65.0,76.0,77.0,69.0,68.0,66.0,64.0,61.0,61.0,58.0,57.0,43.0,63.0,54.0,34.0,27.0,4.204692619390966,4.204692619390966,4.07753744390572,4.060443010546419,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,421875.0,405224.0,493039.0,474552.0,493039.0,300763.0,456533.0,405224.0,8.18535277187245,8.18535277187245,8.0,8.602325267042627,8.18535277187245,8.48528137423857,7.874007874011811,8.12403840463596,72.0,63.0,75.0,62.0,73.0,69.0,69.0,64.0,62.0,66.0,74.0,66.0,59.0,73.0,63.0,50.0,46.0,4.248495242049359,4.290459441148391,4.189654742026425,4.31748811353631,1
1.0,1.0,1.0,1.0,0.9950547536867305,0.9999999994421064,1.0,132651.0,274625.0,185193.0,405224.0,195112.0,421875.0,274625.0,389017.0,8.246211251235321,6.708203932499369,8.246211251235321,8.774964387392123,8.06225774829855,8.774964387392123,7.810249675906654,8.426149773176359,45.0,41.0,54.0,67.0,14.0,17.0,18.0,44.0,59.0,28.0,25.0,33.0,31.0,29.0,28.0,52.0,13.0,3.6635616461296463,3.7612001156935624,3.1780538303479458,3.8501476017100584,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,274625.0,274625.0,456533.0,493039.0,493039.0,493039.0,438976.0,456533.0,8.12403840463596,8.18535277187245,8.12403840463596,8.18535277187245,8.48528137423857,8.18535277187245,7.810249675906654,8.0,72.0,70.0,74.0,67.0,68.0,56.0,68.0,77.0,76.0,65.0,60.0,57.0,51.0,71.0,57.0,41.0,39.0,4.219507705176107,4.143134726391533,4.174387269895637,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,373248.0,373248.0,389017.0,493039.0,512000.0,250047.0,405224.0,7.874007874011811,7.681145747868608,8.366600265340756,8.48528137423857,8.246211251235321,8.18535277187245,7.483314773547883,7.615773105863909,67.0,55.0,63.0,59.0,64.0,68.0,59.0,70.0,59.0,61.0,62.0,60.0,68.0,73.0,68.0,54.0,45.0,3.871201010907891,3.6888794541139363,4.07753744390572,3.8501476017100584,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,438976.0,328509.0,373248.0,274625.0,343000.0,343000.0,456533.0,456533.0,8.48528137423857,8.12403840463596,8.48528137423857,8.602325267042627,8.717797887081348,8.426149773176359,8.12403840463596,8.06225774829855,61.0,53.0,59.0,59.0,64.0,59.0,71.0,59.0,54.0,69.0,65.0,62.0,65.0,65.0,69.0,54.0,56.0,4.23410650459726,4.127134385045092,4.23410650459726,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,195112.0,166375.0,287496.0,287496.0,195112.0,357911.0,314432.0,314432.0,7.874007874011811,7.3484692283495345,7.483314773547883,7.0710678118654755,5.196152422706632,6.324555320336759,6.6332495807108,6.4031242374328485,61.0,58.0,61.0,47.0,77.0,77.0,69.0,62.0,56.0,49.0,40.0,40.0,19.0,45.0,20.0,37.0,11.0,4.007333185232471,4.02535169073515,4.219507705176107,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,205379.0,157464.0,343000.0,300763.0,474552.0,531441.0,226981.0,132651.0,7.745966692414834,8.06225774829855,8.48528137423857,7.810249675906654,8.888194417315589,8.717797887081348,7.3484692283495345,7.483314773547883,63.0,61.0,72.0,79.0,69.0,66.0,65.0,63.0,71.0,64.0,57.0,74.0,50.0,62.0,47.0,61.0,48.0,4.04305126783455,3.8501476017100584,4.189654742026425,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,300763.0,195112.0,357911.0,343000.0,405224.0,531441.0,343000.0,389017.0,8.12403840463596,7.745966692414834,8.48528137423857,8.12403840463596,7.54983443527075,7.483314773547883,7.681145747868608,7.874007874011811,74.0,75.0,67.0,76.0,50.0,59.0,67.0,71.0,76.0,70.0,65.0,42.0,42.0,67.0,59.0,60.0,55.0,4.127134385045092,4.189654742026425,4.189654742026425,4.23410650459726,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,157464.0,314432.0,250047.0,343000.0,314432.0,274625.0,405224.0,373248.0,8.12403840463596,8.366600265340756,8.246211251235321,7.615773105863909,8.06225774829855,8.602325267042627,7.810249675906654,7.810249675906654,68.0,70.0,66.0,70.0,59.0,67.0,67.0,64.0,72.0,57.0,50.0,53.0,61.0,61.0,60.0,55.0,63.0,4.219507705176107,4.276666119016055,4.23410650459726,4.248495242049359,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,185193.0,216000.0,103823.0,140608.0,328509.0,216000.0,103823.0,157464.0,7.810249675906654,6.6332495807108,7.615773105863909,7.937253933193772,8.246211251235321,7.745966692414834,8.48528137423857,7.874007874011811,12.0,22.0,57.0,50.0,37.0,36.0,42.0,33.0,30.0,51.0,35.0,48.0,38.0,49.0,40.0,76.0,45.0,3.367295829986474,3.091042453358316,2.8903717578961645,3.332204510175204,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,357911.0,421875.0,474552.0,571787.0,531441.0,373248.0,421875.0,7.937253933193772,7.681145747868608,8.48528137423857,8.602325267042627,8.94427190999916,9.055385138137417,7.745966692414834,7.810249675906654,65.0,63.0,75.0,68.0,68.0,67.0,68.0,73.0,73.0,58.0,59.0,71.0,57.0,74.0,64.0,61.0,50.0,4.127134385045092,4.23410650459726,4.23410650459726,4.343805421853684,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,456533.0,512000.0,474552.0,456533.0,493039.0,456533.0,493039.0,405224.0,7.745966692414834,8.0,8.306623862918075,8.0,8.18535277187245,8.06225774829855,8.18535277187245,8.12403840463596,54.0,68.0,71.0,70.0,61.0,58.0,60.0,70.0,72.0,57.0,56.0,54.0,54.0,61.0,60.0,51.0,52.0,4.110873864173311,4.1588830833596715,4.060443010546419,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,405224.0,373248.0,405224.0,531441.0,357911.0,357911.0,357911.0,7.874007874011811,7.280109889280518,8.366600265340756,8.246211251235321,8.12403840463596,7.280109889280518,7.745966692414834,7.3484692283495345,69.0,68.0,60.0,60.0,78.0,72.0,67.0,74.0,62.0,57.0,50.0,51.0,38.0,52.0,38.0,34.0,17.0,4.219507705176107,4.219507705176107,4.204692619390966,4.07753744390572,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,405224.0,389017.0,493039.0,405224.0,493039.0,493039.0,438976.0,216000.0,8.0,7.745966692414834,8.18535277187245,7.483314773547883,8.0,7.615773105863909,7.937253933193772,7.0710678118654755,72.0,69.0,72.0,70.0,73.0,70.0,71.0,68.0,69.0,65.0,60.0,63.0,57.0,61.0,54.0,49.0,47.0,4.276666119016055,4.07753744390572,4.174387269895637,4.143134726391533,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,226981.0,512000.0,474552.0,512000.0,493039.0,373248.0,421875.0,8.94427190999916,8.48528137423857,8.888194417315589,8.717797887081348,8.602325267042627,8.94427190999916,7.416198487095663,7.810249675906654,73.0,69.0,76.0,73.0,73.0,62.0,58.0,64.0,61.0,70.0,69.0,68.0,63.0,71.0,63.0,54.0,50.0,4.204692619390966,4.143134726391533,4.0943445622221,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,438976.0,531441.0,373248.0,421875.0,343000.0,357911.0,373248.0,8.0,7.615773105863909,7.874007874011811,7.681145747868608,8.0,8.12403840463596,7.810249675906654,7.615773105863909,63.0,57.0,75.0,58.0,66.0,56.0,71.0,77.0,62.0,41.0,41.0,32.0,29.0,49.0,35.0,30.0,20.0,4.04305126783455,4.143134726391533,4.127134385045092,4.127134385045092,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,226981.0,405224.0,238328.0,405224.0,389017.0,614125.0,343000.0,421875.0,7.54983443527075,7.937253933193772,7.615773105863909,8.246211251235321,7.874007874011811,6.782329983125268,7.681145747868608,7.615773105863909,59.0,65.0,60.0,70.0,56.0,79.0,57.0,62.0,71.0,51.0,41.0,31.0,35.0,41.0,31.0,24.0,18.0,4.060443010546419,4.1588830833596715,4.189654742026425,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,250047.0,328509.0,314432.0,456533.0,405224.0,357911.0,287496.0,7.3484692283495345,7.483314773547883,7.810249675906654,8.06225774829855,8.06225774829855,8.306623862918075,7.937253933193772,8.0,65.0,63.0,65.0,66.0,67.0,59.0,60.0,70.0,71.0,60.0,55.0,62.0,55.0,72.0,65.0,70.0,65.0,4.110873864173311,3.871201010907891,4.007333185232471,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,175616.0,148877.0,262144.0,195112.0,343000.0,250047.0,262144.0,132651.0,7.14142842854285,6.6332495807108,7.615773105863909,8.246211251235321,8.366600265340756,7.874007874011811,8.246211251235321,7.416198487095663,68.0,66.0,67.0,61.0,63.0,45.0,71.0,62.0,54.0,66.0,68.0,44.0,41.0,38.0,27.0,39.0,32.0,3.7376696182833684,4.110873864173311,4.23410650459726,3.9512437185814275,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,343000.0,328509.0,493039.0,474552.0,438976.0,389017.0,300763.0,421875.0,8.06225774829855,7.937253933193772,8.774964387392123,8.602325267042627,8.306623862918075,8.426149773176359,7.681145747868608,7.745966692414834,73.0,70.0,70.0,69.0,67.0,63.0,67.0,69.0,66.0,61.0,60.0,62.0,56.0,68.0,60.0,56.0,51.0,4.174387269895637,4.174387269895637,4.23410650459726,4.1588830833596715,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,357911.0,132651.0,421875.0,250047.0,531441.0,551368.0,357911.0,373248.0,8.06225774829855,6.4031242374328485,7.745966692414834,8.18535277187245,8.48528137423857,8.12403840463596,7.416198487095663,7.745966692414834,63.0,39.0,74.0,63.0,71.0,61.0,60.0,72.0,60.0,52.0,52.0,62.0,65.0,69.0,69.0,57.0,58.0,3.9318256327243257,3.2188758248682006,3.9318256327243257,3.6888794541139363,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,205379.0,85184.0,287496.0,421875.0,512000.0,64000.0,195112.0,132651.0,7.681145747868608,5.0990195135927845,7.14142842854285,5.5677643628300215,6.855654600401044,5.916079783099616,7.681145747868608,8.06225774829855,69.0,57.0,59.0,56.0,57.0,38.0,50.0,64.0,53.0,32.0,19.0,33.0,20.0,34.0,18.0,46.0,29.0,3.5553480614894135,3.2188758248682006,2.6390573296152584,2.4849066497880004,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,262144.0,250047.0,389017.0,438976.0,438976.0,405224.0,226981.0,250047.0,7.615773105863909,7.615773105863909,8.306623862918075,8.06225774829855,8.48528137423857,8.12403840463596,7.615773105863909,6.855654600401044,73.0,74.0,79.0,78.0,57.0,58.0,65.0,59.0,63.0,67.0,68.0,60.0,61.0,63.0,47.0,42.0,40.0,3.8501476017100584,3.6888794541139363,4.189654742026425,4.04305126783455,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,287496.0,357911.0,314432.0,328509.0,493039.0,250047.0,175616.0,274625.0,7.0710678118654755,6.4031242374328485,6.324555320336759,7.810249675906654,6.324555320336759,7.810249675906654,6.6332495807108,6.855654600401044,57.0,58.0,60.0,60.0,72.0,41.0,56.0,70.0,63.0,50.0,34.0,30.0,14.0,20.0,25.0,23.0,16.0,3.6375861597263857,3.58351893845611,3.6888794541139363,4.060443010546419,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,157464.0,287496.0,328509.0,438976.0,438976.0,357911.0,287496.0,8.660254037844387,7.937253933193772,8.306623862918075,8.12403840463596,8.774964387392123,8.246211251235321,7.810249675906654,7.681145747868608,60.0,54.0,64.0,62.0,80.0,62.0,68.0,69.0,63.0,66.0,59.0,66.0,57.0,74.0,73.0,62.0,58.0,4.189654742026425,4.0943445622221,4.110873864173311,4.204692619390966,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,250047.0,110592.0,250047.0,110592.0,405224.0,238328.0,250047.0,117649.0,7.937253933193772,7.745966692414834,8.0,7.211102550927978,8.306623862918075,8.0,7.681145747868608,7.280109889280518,65.0,52.0,65.0,65.0,63.0,78.0,68.0,76.0,62.0,57.0,62.0,54.0,62.0,68.0,61.0,54.0,53.0,4.248495242049359,4.07753744390572,4.174387269895637,4.110873864173311,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,474552.0,571787.0,421875.0,405224.0,636056.0,636056.0,456533.0,421875.0,8.366600265340756,8.426149773176359,8.366600265340756,8.306623862918075,9.055385138137417,8.888194417315589,7.615773105863909,7.810249675906654,65.0,61.0,86.0,79.0,75.0,57.0,64.0,72.0,68.0,54.0,56.0,72.0,58.0,65.0,62.0,58.0,58.0,4.174387269895637,3.970291913552122,4.02535169073515,4.174387269895637,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,314432.0,343000.0,250047.0,274625.0,314432.0,300763.0,343000.0,373248.0,7.14142842854285,5.291502622129181,7.937253933193772,8.366600265340756,8.366600265340756,8.660254037844387,7.874007874011811,8.246211251235321,54.0,54.0,50.0,59.0,49.0,44.0,40.0,63.0,58.0,23.0,11.0,17.0,16.0,28.0,10.0,15.0,28.0,3.58351893845611,2.9444389791664403,3.367295829986474,3.784189633918261,1
1.0,1.0,1.0,1.0,1.0,1.0,1.0,328509.0,389017.0,438976.0,474552.0,551368.0,551368.0,438976.0,456533.0,8.0,7.810249675906654,8.366600265340756,8.246211251235321,8.366600265340756,8.94427190999916,7.810249675906654,7.874007874011811,61.0,58.0,73.0,75.0,60.0,70.0,62.0,70.0,67.0,54.0,52.0,55.0,55.0,59.0,56.0,50.0,46.0,4.174387269895637,4.204692619390966,4.174387269895637,4.219507705176107,1
