2024-03-24 13:53:55,374 AutoFE.py:30 __init__ INFO | Namespace(cuda='0', epochs=300, ppo_epochs=20, episodes=10, file_name='lymphography', mode='classify', model='rf', metric='f1', seed=1, train_size=0.7, cv=5, shuffle=False, d_model=128, d_k=32, d_v=32, d_ff=64, n_heads=6, worker=1, steps_num=5, lr=0.0001, entropy_weight=0.0001, baseline_weight=0.95, gama=0.9, gae_lambda=0.95, batch_size=4, c_columns=['V0', 'V1', 'V2', 'V3', 'V4', 'V5', 'V6', 'V7', 'V8', 'V9', 'V10', 'V11', 'V12', 'V13', 'V14', 'V15', 'V16', 'V17'], d_columns=[], target='label')
2024-03-24 14:26:44,609 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:44,660 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:44,712 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:44,771 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:44,816 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:44,867 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:44,916 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:44,971 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:45,030 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:45,075 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:45,121 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:45,172 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:45,224 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:45,284 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:45,330 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:45,381 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:45,433 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:45,491 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:45,547 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:45,591 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:45,638 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:45,687 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:45,740 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:45,794 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:45,840 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:45,888 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:45,939 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:45,996 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:46,051 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:46,096 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:46,141 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:46,190 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:46,247 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:46,305 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:46,351 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:46,398 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:46,449 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:46,503 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:46,558 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:26:46,602 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:26:46,649 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:26:46,701 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:26:46,756 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:26:46,813 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.5016, 0.7414, 0.5853, 0.5789, 0.6228],cv:[ 0.1        -0.1        -0.03333333 -0.03448276  0.        ],
2024-03-24 14:26:46,813 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.5306, 0.5372, 0.7166, 0.632, 0.6667],cv:[ 0.03333333 -0.03333333  0.1         0.         -0.10344828],
2024-03-24 14:26:46,813 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.6871, 0.5189, 0.5793, 0.7237, 0.5952],cv:[ 0.06666667 -0.13333333  0.03333333  0.06896552 -0.06896552],
2024-03-24 14:26:46,813 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.5857, 0.452, 0.7154, 0.6163, 0.5074],cv:[-0.06666667 -0.1         0.03333333  0.10344828 -0.10344828],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.6494, 0.6023, 0.6561, 0.5389, 0.628],cv:[ 0.06666667 -0.1         0.06666667  0.         -0.06896552],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.811, 0.6954, 0.6862, 0.4667, 0.5805],cv:[-0.03333333 -0.06666667  0.03333333  0.06896552 -0.10344828],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.7099, 0.2669, 0.4467, 0.5547, 0.4853],cv:[ 0.03333333 -0.1        -0.03333333  0.         -0.13793103],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.6267, 0.3892, 0.6883, 0.7913, 0.6605],cv:[ 0.03333333  0.         -0.03333333  0.06896552 -0.10344828],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.6149, 0.6947, 0.7005, 0.6834, 0.7637],cv:[ 0.03333333  0.03333333 -0.03333333  0.13793103 -0.03448276],
2024-03-24 14:26:46,814 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.7579, 0.5805, 0.6736, 0.6122, 0.5694],cv:[ 0.         -0.16666667  0.03333333  0.         -0.03448276],
2024-03-24 14:26:46,814 AutoFE.py:170 fit_attention INFO | epoch:69,baseline:[0.64748 0.54785 0.6448  0.61981 0.60795],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:26:46,815 AutoFE.py:176 fit_attention INFO | top_1:score:0.8717241379310344
2024-03-24 14:26:46,815 AutoFE.py:176 fit_attention INFO | top_2:score:0.871264367816092
2024-03-24 14:26:46,815 AutoFE.py:176 fit_attention INFO | top_3:score:0.8652873563218393
2024-03-24 14:26:46,815 AutoFE.py:176 fit_attention INFO | top_4:score:0.8650574712643678
2024-03-24 14:26:46,815 AutoFE.py:176 fit_attention INFO | top_5:score:0.8650574712643678
2024-03-24 14:26:47,790 ppo.py:150 update INFO | total_loss_c:-0.15350764515821158,actor_loss:-0.07645085426990211,entory_loss:-0.07705678790807724
2024-03-24 14:26:48,963 ppo.py:150 update INFO | total_loss_c:-0.15804575787124683,actor_loss:-0.08099119694171,entory_loss:-0.07705456763505936
2024-03-24 14:26:50,118 ppo.py:150 update INFO | total_loss_c:-0.1689390242159534,actor_loss:-0.09188633934261087,entory_loss:-0.07705268263816833
2024-03-24 14:26:51,294 ppo.py:150 update INFO | total_loss_c:-0.18553534317210174,actor_loss:-0.10848420876458142,entory_loss:-0.07705113291740417
2024-03-24 14:26:52,493 ppo.py:150 update INFO | total_loss_c:-0.20724164368727835,actor_loss:-0.130191744586021,entory_loss:-0.07704990357160568
2024-03-24 14:26:53,726 ppo.py:150 update INFO | total_loss_c:-0.23352126476299598,actor_loss:-0.15647231784593896,entory_loss:-0.07704894989728928
2024-03-24 14:26:54,887 ppo.py:150 update INFO | total_loss_c:-0.2638884313996755,actor_loss:-0.18684018334707844,entory_loss:-0.07704824954271317
2024-03-24 14:26:56,059 ppo.py:150 update INFO | total_loss_c:-0.29790322143723635,actor_loss:-0.22085544202615887,entory_loss:-0.07704778760671616
2024-03-24 14:26:57,216 ppo.py:150 update INFO | total_loss_c:-0.33516860828945255,actor_loss:-0.2581210956091604,entory_loss:-0.07704751938581467
2024-03-24 14:26:58,385 ppo.py:150 update INFO | total_loss_c:-0.37532602028906914,actor_loss:-0.29827860521138283,entory_loss:-0.0770474225282669
2024-03-24 14:26:59,633 ppo.py:150 update INFO | total_loss_c:-0.41805078945728963,actor_loss:-0.3410033214804811,entory_loss:-0.07704746723175049
2024-03-24 14:27:00,836 ppo.py:150 update INFO | total_loss_c:-0.4630517930732716,actor_loss:-0.3860041582034577,entory_loss:-0.07704763114452362
2024-03-24 14:27:02,000 ppo.py:150 update INFO | total_loss_c:-0.5100653817567777,actor_loss:-0.433017486861701,entory_loss:-0.07704789191484451
2024-03-24 14:27:03,177 ppo.py:150 update INFO | total_loss_c:-0.5588541355489874,actor_loss:-0.48180590910307414,entory_loss:-0.07704823464155197
2024-03-24 14:27:04,394 ppo.py:150 update INFO | total_loss_c:-0.60920518717134,actor_loss:-0.5321565829809904,entory_loss:-0.07704860717058182
2024-03-24 14:27:05,602 ppo.py:150 update INFO | total_loss_c:-0.660927199734058,actor_loss:-0.5838781924672981,entory_loss:-0.07704900950193405
2024-03-24 14:27:06,781 ppo.py:150 update INFO | total_loss_c:-0.7138474819084268,actor_loss:-0.6367980670949083,entory_loss:-0.07704941928386688
2024-03-24 14:27:07,948 ppo.py:150 update INFO | total_loss_c:-0.7678123265218382,actor_loss:-0.6907625183176642,entory_loss:-0.07704981416463852
2024-03-24 14:27:09,123 ppo.py:150 update INFO | total_loss_c:-0.8226840600432095,actor_loss:-0.7456338860155283,entory_loss:-0.07705017179250717
2024-03-24 14:27:10,303 ppo.py:150 update INFO | total_loss_c:-0.877709563608423,actor_loss:-0.8006590811267049,entory_loss:-0.07705049216747284
2024-03-24 14:27:12,388 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:12,431 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:12,477 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:12,526 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:12,579 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:12,634 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:12,678 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:12,726 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:12,775 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:12,827 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:12,882 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:12,927 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:12,976 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:13,026 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:13,078 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:13,136 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:13,179 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:13,227 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:13,277 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:13,329 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:13,389 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:13,431 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:13,476 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:13,527 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:13,578 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:13,637 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:13,681 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:13,731 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:13,779 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:13,829 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:13,889 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:13,933 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:13,979 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:14,030 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:14,081 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:14,141 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:14,186 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:14,232 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:14,281 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:14,333 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:14,389 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:14,433 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:14,481 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:14,532 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:14,585 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:14,643 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:14,687 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:14,734 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:14,785 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:14,836 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:14,894 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.7018, 0.6347, 0.6147, 0.663, 0.6216],cv:[ 0.03333333 -0.1         0.03333333  0.03448276 -0.06896552],
2024-03-24 14:27:14,894 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.4752, 0.5193, 0.4131, 0.5074, 0.5124],cv:[ 0.06666667 -0.13333333  0.03333333  0.06896552 -0.13793103],
2024-03-24 14:27:14,895 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.7152, 0.7274, 0.6632, 0.5747, 0.5736],cv:[ 0.13333333 -0.13333333  0.1         0.03448276 -0.10344828],
2024-03-24 14:27:14,895 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.6821, 0.5322, 0.5414, 0.3717, 0.4841],cv:[ 0.         -0.1         0.          0.03448276 -0.17241379],
2024-03-24 14:27:14,895 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.5138, 0.5274, 0.5871, 0.328, 0.4936],cv:[ 0.03333333 -0.13333333 -0.03333333  0.03448276 -0.10344828],
2024-03-24 14:27:14,895 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.532, 0.4839, 0.6354, 0.5453, 0.6699],cv:[ 0.06666667 -0.06666667 -0.03333333  0.06896552 -0.03448276],
2024-03-24 14:27:14,896 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.5761, 0.5761, 0.5883, 0.7646, 0.6641],cv:[-0.1        -0.03333333  0.1         0.          0.        ],
2024-03-24 14:27:14,896 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.6349, 0.8446, 0.7761, 0.6536, 0.7285],cv:[ 0.06666667 -0.03333333  0.1         0.06896552 -0.06896552],
2024-03-24 14:27:14,896 AutoFE.py:153 fit_attention INFO | worker9 ,results:[0.6821, 0.4632, 0.6402, 0.6271, 0.3568],cv:[ 0.06666667 -0.2         0.          0.13793103 -0.20689655],
2024-03-24 14:27:14,896 AutoFE.py:153 fit_attention INFO | worker10 ,results:[0.6377, 0.6602, 0.6908, 0.6285, 0.5467],cv:[ 0.03333333 -0.13333333  0.1         0.         -0.10344828],
2024-03-24 14:27:14,896 AutoFE.py:170 fit_attention INFO | epoch:70,baseline:[0.61509 0.5969  0.61503 0.56639 0.56513],score_b:0.8041379310344826,scores_b:[0.76666667 0.86666667 0.76666667 0.75862069 0.86206897]
2024-03-24 14:27:14,896 AutoFE.py:176 fit_attention INFO | top_1:score:0.8717241379310344
2024-03-24 14:27:14,896 AutoFE.py:176 fit_attention INFO | top_2:score:0.871264367816092
2024-03-24 14:27:14,896 AutoFE.py:176 fit_attention INFO | top_3:score:0.8652873563218393
2024-03-24 14:27:14,896 AutoFE.py:176 fit_attention INFO | top_4:score:0.8650574712643678
2024-03-24 14:27:14,896 AutoFE.py:176 fit_attention INFO | top_5:score:0.8650574712643678
2024-03-24 14:27:15,850 ppo.py:150 update INFO | total_loss_c:8.665955764747007,actor_loss:8.743025866097552,entory_loss:-0.07707010209560394
2024-03-24 14:27:17,008 ppo.py:150 update INFO | total_loss_c:8.644915589607178,actor_loss:8.721986754155575,entory_loss:-0.0770711675286293
2024-03-24 14:27:18,175 ppo.py:150 update INFO | total_loss_c:8.611557104457445,actor_loss:8.688630034793443,entory_loss:-0.07707293331623077
2024-03-24 14:27:19,341 ppo.py:150 update INFO | total_loss_c:8.567252359248712,actor_loss:8.644327654398992,entory_loss:-0.07707529515028
2024-03-24 14:27:20,552 ppo.py:150 update INFO | total_loss_c:8.513239139497157,actor_loss:8.590317284494516,entory_loss:-0.07707815617322922
2024-03-24 14:27:21,827 ppo.py:150 update INFO | total_loss_c:8.450628319155689,actor_loss:8.527709712606187,entory_loss:-0.07708138972520828
2024-03-24 14:27:23,000 ppo.py:150 update INFO | total_loss_c:8.380421362080677,actor_loss:8.457506302752597,entory_loss:-0.07708495110273361
2024-03-24 14:27:24,170 ppo.py:150 update INFO | total_loss_c:8.303516649744035,actor_loss:8.380605349978925,entory_loss:-0.07708870619535446
2024-03-24 14:27:25,611 ppo.py:150 update INFO | total_loss_c:8.220720537538671,actor_loss:8.297813140387678,entory_loss:-0.07709261029958725
2024-03-24 14:27:26,760 ppo.py:150 update INFO | total_loss_c:8.13275656090781,actor_loss:8.209853131936041,entory_loss:-0.07709657400846481
2024-03-24 14:27:27,966 ppo.py:150 update INFO | total_loss_c:8.040274944044356,actor_loss:8.117375482506757,entory_loss:-0.07710053771734238
2024-03-24 14:27:29,189 ppo.py:150 update INFO | total_loss_c:7.943854902716598,actor_loss:8.020959355714044,entory_loss:-0.07710444927215576
2024-03-24 14:27:30,349 ppo.py:150 update INFO | total_loss_c:7.844015278666749,actor_loss:7.921123546361461,entory_loss:-0.07710827142000198
2024-03-24 14:27:31,536 ppo.py:150 update INFO | total_loss_c:7.741220461110389,actor_loss:7.818332393745696,entory_loss:-0.07711193710565567
2024-03-24 14:27:32,719 ppo.py:150 update INFO | total_loss_c:7.635881910900441,actor_loss:7.712997318486538,entory_loss:-0.07711540907621384
2024-03-24 14:27:33,936 ppo.py:150 update INFO | total_loss_c:7.528367341746105,actor_loss:7.605486000765575,entory_loss:-0.0771186575293541
2024-03-24 14:27:35,138 ppo.py:150 update INFO | total_loss_c:7.4190531734364376,actor_loss:7.496174832059656,entory_loss:-0.07712166756391525
2024-03-24 14:27:36,316 ppo.py:150 update INFO | total_loss_c:7.308983270423498,actor_loss:7.386107641803112,entory_loss:-0.07712437212467194
2024-03-24 14:27:37,483 ppo.py:150 update INFO | total_loss_c:7.198056612299542,actor_loss:7.275183422254185,entory_loss:-0.07712681591510773
2024-03-24 14:27:38,654 ppo.py:150 update INFO | total_loss_c:7.087010569615366,actor_loss:7.164139447106125,entory_loss:-0.07712887972593307
2024-03-24 14:27:40,722 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:40,766 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:40,812 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:40,861 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:40,913 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:40,968 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:41,011 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:41,057 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:41,108 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:41,162 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:41,219 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:41,262 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:41,310 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:41,359 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:41,414 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:41,472 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:41,518 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:41,565 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:41,617 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:41,675 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:41,733 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:41,776 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:41,825 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:41,876 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:41,928 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:41,983 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:42,028 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:42,076 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:42,126 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:42,179 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:42,234 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:42,281 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:42,329 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:42,379 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:42,433 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:42,490 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:42,534 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:42,581 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:42,633 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:42,685 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:42,742 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:42,786 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:42,835 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:42,887 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:42,941 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:43,000 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 72) 
2024-03-24 14:27:43,045 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 108) 
2024-03-24 14:27:43,093 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 144) 
2024-03-24 14:27:43,143 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 180) 
2024-03-24 14:27:43,194 training_ops.py:119 multiprocess_reward INFO | x.shape(148, 216) 
2024-03-24 14:27:43,251 AutoFE.py:153 fit_attention INFO | worker1 ,results:[0.443, 0.5789, 0.5313, 0.6055, 0.5372],cv:[ 0.03333333 -0.06666667  0.06666667  0.         -0.17241379],
2024-03-24 14:27:43,251 AutoFE.py:153 fit_attention INFO | worker2 ,results:[0.791, 0.8313, 0.5152, 0.6067, 0.5915],cv:[ 0.         -0.03333333  0.03333333  0.13793103 -0.17241379],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker3 ,results:[0.5726, 0.7032, 0.6343, 0.6007, 0.5954],cv:[ 0.06666667 -0.06666667 -0.06666667  0.10344828 -0.06896552],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker4 ,results:[0.7138, 0.5526, 0.4253, 0.3292, 0.3876],cv:[ 0.         -0.2        -0.06666667  0.13793103 -0.10344828],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker5 ,results:[0.5333, 0.6497, 0.4883, 0.6963, 0.7228],cv:[ 0.         -0.03333333  0.          0.         -0.03448276],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker6 ,results:[0.6968, 0.6609, 0.566, 0.4733, 0.7099],cv:[ 0.         -0.06666667  0.06666667  0.06896552 -0.03448276],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker7 ,results:[0.6108, 0.5867, 0.7777, 0.8382, 0.7363],cv:[ 0.          0.03333333 -0.03333333  0.03448276 -0.03448276],
2024-03-24 14:27:43,252 AutoFE.py:153 fit_attention INFO | worker8 ,results:[0.6589, 0.552, 0.4411, 0.4467, 0.4011],cv:[ 0.03333333 -0.1         0.          0.         -0.24137931],
