V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,label
1657.3,694.2,72.5,25540.8,1937.9,795.5,429.9,1898.7,14250.0,558.3,527.4,2466.9,296.3,895.6,288.7,1932.7,2272.2,1775.5,114.9,16.6,2368.8,122.2,177.6,563.3,230.2,17.7,36.4,138.0,1284.2,904.4,169.4,1928.9,869.3,6712.2,278.1,1004.0,1685.9,159.4,104.3,300.5,1319.9,182.9,2148.0,1842.4,1379.2,2183.7,30303.5,113.8,3588.7,1653.6,2149.5,4403.6,2093.0,5692.8,2805.8,2566.8,5890.5,2167.4,51.3,10.3,275.2,186.8,724.0,30264.3,253.7,389.4,244.5,6543.7,1265.4,383.1,952.9,1385.8,8367.1,970.9,2352.7,832.5,678.3,651.3,4086.0,1462.6,3901.8,660.4,3239.1,419.7,1604.4,537.2,1315.3,1039.0,777.8,348.5,1430.4,255.9,1785.5,2408.7,28.6,2620.6,912.7,171.5,329.8,122.1,1
6958.6,158.5,362.7,14489.1,8912.9,237.0,97.0,837.6,5756.4,1209.1,495.7,2269.7,8053.1,297.7,83.4,101.7,2986.3,4851.8,21.7,127.8,1302.7,128.9,82.4,9.8,320.2,48.5,9.0,6.2,1895.6,496.6,68.8,1073.3,987.7,1096.4,636.2,1331.4,1774.2,25.2,55.8,669.4,9722.5,5.0,451.0,551.1,713.8,1427.0,13228.5,68.5,1472.8,203.3,470.3,652.9,601.1,1753.8,448.8,661.8,4295.8,984.5,129.5,44.8,109.7,635.4,266.5,12969.9,60.0,34.3,569.6,209.0,409.2,2928.9,430.9,929.6,2844.6,12.9,137.8,176.5,297.7,5.6,414.8,1749.7,3330.9,195.8,1551.7,92.5,2239.3,246.5,62.8,1013.6,345.2,17.2,1580.6,312.5,284.7,933.6,1963.9,1057.0,351.5,215.6,8.8,20.9,1
394.6,400.5,571.2,23489.5,1154.3,173.0,623.8,487.4,3545.5,957.3,612.7,2554.6,131.9,964.9,199.1,345.6,1155.7,37.3,494.9,238.9,723.8,417.3,143.8,198.9,368.5,72.4,36.2,188.2,91.5,916.9,189.9,1161.3,971.0,2148.1,585.6,13.5,693.1,31.8,173.2,701.9,301.1,121.7,1295.2,407.6,929.1,1352.6,22483.6,42.7,1395.9,301.5,631.7,1072.3,1497.4,1687.6,580.6,1643.9,2878.5,1319.4,309.9,101.2,44.7,103.6,1113.3,22014.7,110.1,173.1,425.8,235.8,1171.1,1177.9,79.1,540.7,2174.1,25.9,25.2,560.9,1070.8,21.2,971.1,1412.0,2074.4,213.7,498.6,366.5,230.8,496.4,510.4,391.5,501.8,351.3,78.0,326.4,737.4,3186.1,699.2,361.0,1473.0,107.9,32.4,765.0,1
326.8,3608.4,141.9,27125.3,3848.9,1673.8,1507.9,3408.9,9423.7,2168.0,686.0,3069.9,518.4,1772.5,954.8,1391.0,1190.5,16930.9,992.7,75.3,2271.7,623.9,353.4,263.6,159.4,9.9,310.5,128.8,2003.8,728.1,533.2,4365.1,1397.2,438.1,586.6,1744.9,29.5,1543.7,1853.1,1357.1,280.0,897.3,1053.4,1338.9,2659.5,14430.9,29850.4,574.4,14902.4,1389.6,2161.3,3293.8,969.3,1546.2,543.6,2807.0,4625.6,2685.6,424.2,111.9,181.4,211.2,4686.1,27895.6,1788.5,2529.9,2112.4,380.0,1852.2,15.9,132.4,2171.1,6464.5,855.7,1577.2,1416.3,713.4,33.9,5818.1,960.4,7249.1,1114.3,1079.5,787.6,906.7,1466.2,2028.7,272.4,885.4,877.7,1747.1,299.1,461.1,1824.6,53.0,1550.4,677.6,584.8,546.1,1748.3,1
358.9,8546.4,1032.9,21779.7,6106.3,1573.1,7146.1,5878.7,12765.0,1676.6,584.4,4888.7,1270.0,546.8,423.5,534.2,918.6,551.8,3804.6,8.4,1707.0,313.3,367.2,87.3,1224.3,67.9,59.5,278.9,504.0,1140.6,70.4,2050.6,1355.4,89.1,713.7,295.8,2.5,77.9,79.5,3266.8,341.5,171.8,298.0,2495.7,3691.8,16231.4,22004.8,3319.5,2442.1,8193.8,7356.4,10747.8,659.1,1153.7,415.0,2571.2,4836.6,1824.0,140.7,271.2,245.4,660.1,1711.1,20616.2,4374.9,4595.6,1480.2,2652.0,1741.5,21.4,367.0,1628.6,8423.0,2631.4,4837.2,658.0,885.6,579.4,1174.9,1865.5,3485.0,484.5,1794.7,701.9,978.4,964.0,439.2,485.3,1943.7,767.2,186.8,712.2,68.8,428.4,6184.6,1289.3,243.3,35.1,523.4,4768.9,1
222.2,81.1,46.7,37850.7,1731.7,149.0,309.7,509.4,4886.0,703.9,377.0,889.2,129.1,678.1,197.6,969.9,657.5,136.4,118.8,1461.9,437.0,2478.9,128.5,92.3,574.3,218.0,46.8,38.8,125.5,668.2,166.8,1759.6,1732.5,12866.4,97.4,116.1,9191.8,193.7,65.2,788.0,216.7,157.0,880.5,199.2,2820.2,120.3,11031.6,142.7,651.7,211.9,149.4,745.3,424.0,1561.3,1323.3,797.8,5382.9,686.2,269.3,69.6,61.0,132.8,198.6,10540.2,264.0,892.5,2460.1,400.5,2401.9,3983.1,132.0,1334.0,1730.4,14.5,53.6,260.5,569.0,70.3,1702.3,957.1,2721.7,206.9,666.7,306.7,310.2,524.8,478.0,2924.3,8417.7,262.2,70.2,290.3,3308.8,399.5,3923.7,1279.3,245.2,79.1,39.4,87.9,1
523.2,868.5,171.5,28299.5,1368.8,626.5,454.7,948.3,8695.2,2556.1,387.7,604.5,567.3,2612.1,318.4,1044.1,6744.0,26.5,1327.2,113.8,504.9,762.0,152.9,205.3,117.6,46.2,54.4,309.7,227.0,312.4,129.4,1070.4,784.4,445.5,646.6,137.1,776.1,300.8,288.2,1904.2,522.0,244.1,892.9,727.0,1287.1,4545.1,27658.5,1013.9,1220.9,767.3,1470.9,2377.5,347.6,763.5,499.4,536.3,1037.2,936.4,459.3,83.0,185.7,646.0,448.9,23585.7,158.5,158.7,604.8,174.7,1605.7,136.2,108.5,1485.2,1589.3,229.0,796.6,278.8,431.2,110.4,812.2,743.2,3514.8,418.8,1178.5,305.6,1105.6,368.7,320.0,126.0,225.9,564.3,246.2,310.9,654.0,1178.5,454.8,1234.9,246.8,217.5,45.8,1404.3,1
164.9,103.0,217.6,32788.6,1385.8,622.8,247.0,1053.5,3802.4,605.4,745.3,728.5,96.0,376.5,92.0,410.5,2382.7,110.0,191.0,310.1,271.5,17.0,102.2,45.7,220.7,141.0,46.8,2.2,182.7,592.6,156.7,2095.1,952.6,5219.1,532.9,201.7,361.1,119.7,114.0,325.1,210.2,542.2,557.0,196.8,747.8,337.9,4304.3,291.0,2344.3,664.2,711.3,1369.5,340.9,1279.9,381.2,282.7,3105.3,1549.6,318.5,329.3,341.1,129.0,154.8,3295.5,130.2,178.1,737.0,235.7,972.2,909.5,182.2,584.0,1474.8,20.5,15.3,226.8,257.5,16.4,1053.9,2199.1,3079.1,1545.6,499.8,159.0,266.7,122.3,139.4,180.7,326.6,120.0,229.1,157.8,1692.9,705.5,94.8,555.4,715.5,6.8,202.6,438.1,1
362.5,110.6,1307.0,20639.8,772.2,84.7,420.9,678.0,2945.0,1417.6,422.8,748.9,522.8,609.1,476.4,370.0,548.2,86.6,385.3,1092.7,1231.3,792.8,258.9,132.1,830.0,381.6,62.0,13.4,422.2,367.8,292.3,191.3,575.1,14074.2,141.8,297.7,10984.5,331.1,200.0,918.8,378.7,304.6,117.9,324.4,694.9,585.7,11139.0,530.4,973.3,253.5,653.2,1695.9,407.1,1672.8,407.0,649.7,4993.6,1546.9,164.7,138.6,43.0,74.5,330.9,6546.7,141.1,389.7,1085.1,754.3,611.4,2954.0,239.0,1159.5,1603.5,21.8,208.5,188.6,559.7,29.7,840.0,887.1,2203.2,495.8,353.1,442.9,583.7,322.6,381.1,1557.9,4270.3,480.2,506.9,386.3,1940.3,402.7,2882.2,811.1,314.4,109.0,42.5,370.8,1
157.6,427.1,1691.6,27965.7,1844.4,534.9,552.9,1226.0,2844.0,1346.8,444.3,1552.6,147.4,157.2,102.4,782.7,338.9,127.2,432.8,85.8,995.6,322.5,671.6,23.6,648.3,197.3,18.7,22.4,303.7,938.9,62.7,1089.5,2381.1,3095.3,590.9,132.9,559.1,206.1,135.5,2453.3,50.1,119.2,610.6,376.0,2673.6,1274.1,21505.2,116.9,719.3,195.4,231.9,426.0,448.1,716.2,1475.5,1709.2,6708.7,882.0,149.2,105.5,188.7,76.8,802.1,18907.8,59.8,99.5,5415.8,406.3,618.7,2206.2,500.0,678.3,3048.9,8.5,71.9,317.6,494.1,73.7,533.0,976.3,1463.8,140.5,402.4,88.3,1197.3,792.6,197.8,1243.0,4916.3,244.4,180.4,131.7,1503.8,640.2,5686.1,486.5,241.7,35.5,56.8,648.6,1
113.8,78.6,61.8,29728.9,698.1,188.7,182.7,277.5,746.9,1165.0,597.3,476.0,74.5,564.9,516.8,360.8,73.3,3.0,108.1,741.3,292.2,145.3,48.3,42.0,222.4,50.8,14.1,1.0,218.0,287.0,54.8,538.9,981.3,3729.5,352.7,195.7,3562.9,18.1,43.3,2294.5,121.3,12.7,4517.3,103.8,845.0,57.1,2067.3,50.5,708.2,74.1,127.5,209.6,184.7,406.1,237.0,315.4,2081.9,776.8,209.9,7.5,16.4,66.6,248.4,2064.3,20.2,20.6,5627.4,282.4,565.1,1166.7,315.6,473.8,895.2,4.0,56.8,175.5,370.4,60.1,86.2,1027.7,3889.3,1220.3,88.6,418.4,102.0,468.0,22.0,178.7,1171.6,24.0,123.8,42.5,614.6,6916.3,353.9,321.6,351.9,64.0,10.5,93.3,1
221.3,109.4,791.2,22989.4,1471.3,204.8,306.4,580.1,1604.6,959.6,421.7,552.2,156.5,1150.4,235.8,252.6,457.1,312.4,200.5,822.8,239.6,630.1,18.8,81.7,74.8,185.4,14.7,88.9,314.8,821.6,4.6,1304.4,1381.7,8418.8,553.3,115.6,6276.5,308.2,8.5,457.4,65.0,676.1,1998.5,199.3,2266.8,194.6,6410.2,23.6,2777.0,1486.0,3123.3,2136.7,481.0,3197.4,611.3,479.5,2449.3,1728.7,250.3,94.4,227.7,166.2,250.4,6727.2,6.7,115.7,478.1,212.8,526.3,3906.1,331.3,204.1,1068.2,18.8,15.0,866.0,453.2,87.9,696.5,2174.8,3198.2,465.0,45.1,133.4,535.8,274.8,271.0,214.8,1067.9,129.5,89.8,119.8,2035.0,1655.2,670.7,706.9,524.2,23.8,39.1,278.9,1
324.2,361.1,1701.6,29208.7,2470.4,224.8,260.6,1080.9,3950.4,667.5,396.4,623.9,134.0,587.4,251.8,818.7,601.6,74.8,1820.7,1075.2,505.4,326.6,372.6,103.7,41.0,209.1,35.4,251.0,192.0,1573.3,128.9,1233.3,1752.8,7510.3,652.9,75.3,7153.1,151.9,114.7,205.4,83.1,81.0,985.4,436.6,1559.7,1591.7,22646.3,197.6,3048.7,1594.6,2019.0,2798.7,1029.1,1887.5,675.8,1161.7,5720.2,2712.5,232.1,1111.1,956.8,279.5,615.3,22507.6,104.3,89.2,811.2,41.4,1064.7,6427.5,704.2,1113.6,2191.8,70.7,410.7,679.7,387.7,26.6,609.5,1196.9,4072.8,665.5,433.9,246.8,301.1,256.9,323.3,212.8,833.0,76.1,113.7,179.9,2251.4,1689.9,407.9,955.6,778.6,278.9,15.1,2064.9,1
285.4,361.6,1016.7,15449.5,4635.0,873.8,407.7,2688.8,18858.3,907.7,694.5,761.4,206.7,938.4,261.2,1150.1,1305.2,894.9,257.6,3791.7,286.3,477.5,309.2,212.7,29.4,394.1,193.9,6.3,204.3,1316.9,222.6,3097.9,780.3,20434.0,848.4,438.8,14719.6,2042.4,2427.3,490.1,231.2,314.6,906.0,711.5,2963.2,908.4,14469.0,3523.1,4685.2,463.4,503.1,1434.0,1819.9,4617.8,2117.0,622.2,4522.1,1942.8,425.5,2.7,99.4,127.0,368.7,12805.0,74.4,229.9,352.2,512.9,4460.6,989.2,572.9,830.1,1640.6,64.5,668.7,799.1,570.7,116.0,2647.7,1286.9,4394.9,557.5,2348.4,386.7,846.3,270.6,851.7,505.9,660.9,341.6,302.8,435.9,1824.4,1141.5,121.6,963.8,823.0,24.9,782.5,462.2,1
3837.5,323.9,313.1,24584.0,4368.3,322.8,404.3,902.8,7803.3,1721.3,442.2,1662.5,6816.5,529.9,262.3,652.0,2121.9,544.5,308.8,1318.9,684.0,311.6,139.1,77.1,400.1,329.5,22.7,86.4,1353.1,919.7,88.7,953.1,1250.8,6553.7,473.1,686.4,10430.7,134.8,127.6,369.3,3226.3,140.2,527.2,351.8,1571.5,2076.0,22128.4,291.7,2017.1,294.2,631.9,1053.2,918.6,3004.0,580.6,863.1,5289.0,1104.2,33.8,87.2,121.9,802.2,444.5,18632.3,184.4,157.5,818.9,585.8,697.7,3331.6,308.4,747.8,2858.7,13.4,111.3,613.2,436.7,60.6,966.1,723.9,1932.1,563.5,2984.9,131.5,1200.9,325.0,364.8,796.3,511.0,217.0,1029.3,347.8,997.2,606.5,477.9,766.4,560.1,146.1,42.1,458.8,1
480.0,7631.7,1805.3,37994.2,2932.0,1028.7,1077.9,2847.5,11610.4,1385.9,595.9,2498.8,1054.2,1766.1,1015.5,884.0,843.2,13998.2,2836.9,21.5,1348.6,1375.7,254.2,174.0,454.2,167.8,1050.3,174.0,1911.1,997.1,1766.0,1777.3,1837.8,231.6,799.0,2590.5,77.6,1877.5,1104.5,1534.5,626.6,545.4,952.2,2344.3,3883.1,23554.4,42171.2,1656.0,1096.0,3237.8,4515.1,5562.8,495.8,831.8,631.6,1526.1,4362.6,1706.5,418.9,130.9,348.2,343.3,1831.9,41617.8,1146.3,2037.7,747.6,1271.1,1261.9,344.2,434.3,2260.7,5759.3,1861.5,4703.4,1721.1,1167.8,390.9,2374.1,828.7,3829.8,608.0,923.9,905.6,2220.1,653.9,1183.9,276.7,5948.7,1140.4,1224.6,552.2,29.0,787.2,3261.8,1481.3,453.8,660.2,359.1,2997.0,0
1846.2,4025.1,132.5,12740.9,11073.1,2970.7,3939.5,8625.7,25703.7,5951.5,859.7,6958.7,388.3,4072.1,401.9,3797.2,2898.3,33993.7,1934.6,3.6,2383.6,5542.0,909.8,1412.5,76.0,1277.6,5439.4,2600.7,10698.3,1974.0,6979.1,3967.5,1296.9,1113.3,479.5,6399.7,28.6,21877.1,14793.0,840.3,1512.2,3161.5,3594.1,2903.7,4621.2,9975.2,29920.6,3970.9,7578.1,4341.7,5151.0,5941.8,2195.0,3411.1,2259.2,2907.8,17270.7,3971.6,2427.7,810.5,1016.3,659.7,3837.5,29710.0,238.3,337.2,556.7,4645.9,1953.2,205.2,2101.7,6632.5,12194.0,18059.6,26920.5,2118.6,645.0,1393.2,12646.4,980.2,5134.6,1980.6,5390.3,727.4,3068.1,501.5,8983.3,391.1,672.4,419.0,6134.5,3260.0,245.1,5103.6,152.0,9788.1,1253.8,2762.1,269.9,2691.3,0
701.8,3466.9,19.0,27823.3,5927.3,4155.8,3312.2,16542.6,34118.8,1202.9,410.1,3369.5,909.8,1647.9,817.8,1988.7,1395.7,12.4,30867.1,80.0,3136.9,563.7,2180.5,491.0,116.3,643.5,30.0,7816.3,90.8,2651.8,241.3,1349.4,1070.9,318.5,1607.0,77.3,95.2,92.7,132.6,226.7,324.3,263.5,1413.1,2236.1,2260.3,12357.4,98213.7,722.6,1253.0,1607.1,4290.5,5346.0,1053.2,1537.1,1081.8,3558.5,15408.6,3217.1,872.8,2229.1,2733.3,2208.1,3185.7,88444.3,314.8,596.2,402.4,1247.5,1574.9,202.7,5080.5,5183.9,11196.2,3019.1,10283.5,633.5,814.9,232.2,2313.1,1448.3,3182.4,484.4,2786.1,1359.2,1421.8,1262.3,538.0,80.4,805.6,1096.4,176.1,1155.3,305.5,1699.9,67.7,4185.6,1292.0,176.3,2278.0,31920.1,0
649.9,541.9,376.1,18179.8,7392.1,914.9,284.2,4932.3,36151.5,2506.2,225.6,490.0,1825.0,1463.1,254.0,3671.1,2329.3,176.4,5244.4,25.7,6972.5,377.1,1057.7,21266.7,279.7,609.0,17.7,142.3,401.1,483.1,134.0,441.4,414.1,26075.4,538.5,193.2,555.1,121.8,357.9,197.9,3198.2,2040.0,1267.3,1294.1,792.3,10228.8,22387.2,186.5,11756.6,426.8,2724.9,2267.5,1825.8,5921.2,3170.0,970.7,20667.3,1695.9,1067.5,812.9,548.5,244.9,1118.6,17444.3,339.0,1352.7,509.6,5056.9,2170.8,287.0,704.7,3598.1,12395.8,1111.0,9658.9,296.7,694.8,12.7,4893.5,1297.3,8009.3,550.1,9965.0,2776.8,1278.9,363.1,3063.9,1576.9,2092.2,805.3,152.9,1385.9,992.6,859.9,7.0,11514.6,708.2,51.4,613.6,5025.3,0
695.9,9858.2,29.9,12622.2,9213.8,989.7,853.9,2855.4,34095.7,3524.4,563.9,3388.4,515.9,4899.0,1152.9,4787.3,1552.4,28893.0,1359.4,36.0,2346.2,2005.8,221.4,1497.9,262.3,348.8,2283.1,1476.8,3884.9,1693.0,3577.6,1626.1,1861.5,461.4,1350.6,3167.9,124.1,4488.9,3889.3,198.7,227.9,2601.7,2143.9,3286.0,4210.2,25728.9,63808.7,20443.8,6317.0,2465.7,4074.8,4396.1,1156.0,1828.0,2754.4,3158.1,12975.9,4048.6,1025.6,549.8,563.5,601.1,3479.2,64327.4,379.9,872.4,366.4,1550.5,3289.6,410.5,448.0,5387.7,8031.1,3959.3,11237.5,1375.6,905.6,352.7,10901.8,1743.8,2729.8,3851.3,4221.8,1539.1,2511.3,910.2,5710.6,352.3,582.1,1252.2,2806.9,1423.9,277.0,3977.5,98.7,3334.1,1321.3,1572.7,228.0,1813.5,0
1368.3,4899.9,201.6,25503.1,12847.0,5233.5,3213.1,20463.8,47226.4,1554.2,513.3,8564.0,671.6,3294.4,680.1,1726.8,1514.1,159.3,16226.6,69.9,2887.5,628.5,2639.9,161.1,165.6,1027.3,19.6,2192.6,314.3,1976.5,129.6,3224.2,688.2,469.6,1786.1,354.8,45.1,703.9,1031.1,362.7,880.1,322.6,923.0,1844.7,1895.3,15884.1,78757.3,11831.5,2430.1,2205.5,3485.9,4185.7,1069.8,2413.7,848.1,3577.4,10859.0,3893.4,681.5,2337.2,2354.7,2226.3,4888.9,73221.9,1510.6,2344.4,1613.0,2388.9,2589.5,112.6,2161.5,4642.9,12730.1,17644.4,30742.3,427.2,1375.2,375.2,4758.4,1045.5,4550.8,427.9,2929.6,1109.5,764.8,903.4,1247.4,61.7,659.1,734.0,289.4,1098.0,71.2,1106.9,126.7,1612.1,1566.8,15.0,2800.9,17220.4,0
379.5,5031.8,45.5,28966.5,6336.9,533.2,600.6,1632.2,13927.2,1847.6,581.2,2999.4,222.9,631.9,750.3,1008.0,930.5,45.3,4273.1,8.1,1491.5,572.1,268.6,86.7,70.3,260.7,14.8,1136.3,143.7,953.0,54.7,1523.3,1928.9,216.3,1126.9,100.9,45.3,62.4,15.2,393.0,195.4,297.1,974.6,1274.5,1511.0,13780.3,22632.8,179.2,1142.7,1587.7,1388.9,2397.3,593.3,1103.5,435.9,1990.0,3800.7,1852.9,109.2,618.9,448.2,1028.5,884.7,23267.6,342.8,517.1,2443.3,345.9,409.9,33.4,1050.7,1288.0,8147.0,1456.4,3515.5,508.1,795.0,137.7,1307.9,2013.4,4224.6,178.6,1635.2,869.6,267.5,893.5,515.3,142.2,2942.0,708.5,52.3,1119.4,178.2,1131.8,326.5,2184.5,313.9,8.1,255.0,4802.2,0
596.3,5556.3,202.7,24914.8,3720.7,1005.2,619.7,2666.1,26276.0,2566.5,569.0,4343.6,267.4,4865.1,708.8,400.7,1100.1,1281.2,8402.4,49.6,2752.0,180.8,419.4,99.9,305.1,259.3,22.5,318.8,600.6,693.6,256.5,1707.6,906.5,460.4,799.6,503.0,313.1,241.8,292.2,364.6,416.7,310.7,874.2,1316.7,1590.6,17699.8,46943.8,1648.6,2721.0,1972.1,5218.5,7163.2,433.6,1673.4,493.8,1769.0,4576.2,1532.9,243.9,1623.1,1428.7,739.0,3525.8,36873.0,1571.8,2742.8,514.5,1221.1,903.0,49.4,1095.2,2096.9,6681.7,2170.0,5912.1,729.9,381.0,41.0,1976.5,985.9,3109.1,792.2,1449.1,795.9,1058.0,884.8,629.7,348.2,330.5,1296.4,552.0,546.2,347.9,1204.6,26.2,1341.2,755.2,49.8,998.6,8207.7,0
1092.4,4324.0,357.6,33849.4,8002.5,1168.3,735.1,1953.7,13841.9,1265.4,639.7,1334.8,832.8,777.1,611.4,2123.8,1604.5,388.5,1146.6,26.2,2474.1,87.0,205.7,68.0,1281.9,20.4,78.6,120.2,809.2,1562.9,211.2,1585.7,554.6,3020.5,661.0,472.8,353.9,110.2,8.7,188.4,723.1,234.9,2086.5,877.7,1981.1,13284.1,45531.1,167.8,3253.8,1225.9,1743.2,3189.4,1753.0,3939.1,1670.0,1116.8,2700.1,1874.0,172.7,124.4,299.7,300.3,2930.5,43151.5,663.9,1047.6,310.2,944.2,697.3,252.3,412.4,3128.2,8160.3,5062.2,11950.4,897.1,878.9,252.4,5137.6,936.0,3376.3,885.7,7854.9,543.8,581.9,764.1,816.2,136.2,1155.4,715.1,457.5,486.7,581.3,4612.9,32.3,3482.5,821.1,317.3,47.7,1501.5,1
74.9,73.5,86.6,33704.8,528.9,924.4,989.3,1680.5,304.6,892.3,790.5,188.1,21.4,191.4,168.8,192.1,4348.4,15.1,29.2,78.0,150.7,133.0,53.6,47.8,85.4,38.7,22.7,18.9,76.6,165.6,63.1,217.6,851.6,918.3,301.9,9.1,265.1,19.0,20.9,720.8,133.7,430.3,777.7,92.3,610.4,128.6,2512.3,182.8,321.0,1078.5,1514.9,1527.8,389.8,535.4,99.7,113.0,428.2,403.0,9.7,6.4,58.7,119.7,141.6,2213.5,51.1,45.2,2158.6,19.8,529.9,328.2,325.2,141.2,496.1,11.9,72.4,500.0,150.5,16.1,70.3,2282.5,636.3,182.9,42.1,30.2,362.4,81.3,7.4,43.6,130.6,18.6,82.8,70.7,358.4,1009.8,692.7,177.4,478.3,13.4,98.5,54.0,1
665.4,2956.2,99.4,28098.7,6185.7,1365.0,911.9,6066.8,29903.4,5544.8,482.0,3730.9,409.4,5223.0,1088.5,1271.1,1582.0,27567.5,11172.0,29.1,4171.7,1484.8,280.2,814.3,20.9,223.7,2159.4,2481.1,3436.7,1637.8,3493.5,1232.3,1778.9,651.8,1424.5,2065.7,39.3,9269.1,10162.2,230.9,474.1,877.8,1124.5,2009.3,2434.6,10640.3,37288.6,2210.3,4254.2,1648.4,3592.6,3709.1,934.9,1828.0,982.3,3128.4,8997.2,3919.4,679.1,481.0,568.5,268.6,3261.1,33010.1,469.9,683.8,1106.9,1016.9,3439.7,225.6,1107.1,3300.4,11946.3,3648.2,8991.6,1428.9,659.8,225.2,6076.6,1531.6,4663.5,1225.6,2586.8,1448.1,1619.1,775.4,2599.4,212.9,1063.4,1084.1,1691.4,1383.7,301.7,1679.8,215.9,3080.5,1228.2,1259.0,623.6,11289.2,1
186.9,94.1,159.9,20546.8,2060.7,379.6,329.9,626.7,4685.4,604.5,439.8,761.7,134.6,369.4,1028.1,400.1,950.3,240.7,2799.1,3357.8,705.3,391.4,66.5,220.3,49.1,311.3,49.3,142.2,493.0,1626.2,140.6,1884.1,1354.4,43314.1,573.6,419.7,19694.9,38.8,57.1,221.4,171.1,214.3,675.6,251.2,2305.0,223.6,14475.0,280.5,3688.7,229.0,329.6,1192.7,1363.7,2171.9,650.5,802.3,7473.3,2398.4,59.6,12.4,88.3,222.2,628.2,11380.6,277.3,651.8,381.8,741.8,1008.4,4757.2,246.8,1167.8,1054.7,10.7,176.3,1143.3,459.1,355.8,314.1,1218.8,3130.2,529.3,483.2,1642.6,432.6,655.5,205.6,270.7,495.7,53.7,537.7,308.1,6508.3,684.9,40.6,969.3,681.2,22.9,23.4,3057.9,1
1072.4,10501.7,80.1,24448.1,13909.7,5681.3,8464.7,12069.0,25464.7,2561.7,1301.3,7093.5,464.7,4194.6,956.2,2036.4,1072.7,322.6,9022.5,23.3,3749.9,580.6,619.1,622.1,216.0,343.4,40.4,936.0,227.1,2648.6,59.5,3817.4,1215.3,353.0,1035.3,212.9,58.5,918.5,888.1,402.6,784.5,646.3,1152.8,4023.2,1518.3,19823.0,40246.2,1585.4,4570.2,10100.2,8487.0,12282.9,1545.6,1976.5,847.7,5325.9,11601.9,4147.3,1031.1,1693.8,2142.6,1764.6,5994.4,38832.4,1128.9,1145.7,534.6,1551.0,1091.3,101.4,3002.5,4599.6,15043.8,6266.4,12046.5,757.4,1137.8,354.3,4422.5,1179.1,6451.9,858.6,3770.5,1971.3,1004.9,1114.5,2157.7,371.2,815.7,592.1,185.1,964.1,213.4,1553.2,110.6,3751.6,901.9,58.4,533.8,12280.4,1
296.7,813.9,261.5,21028.1,5312.4,1398.4,2357.2,10264.8,7317.7,1437.1,1925.9,3591.5,707.2,8450.0,566.4,884.7,1849.9,30.9,3464.2,225.7,1730.7,518.6,341.9,68.1,33.2,48.6,9.3,626.7,130.4,539.2,72.8,2285.5,1278.1,1086.5,829.8,57.6,2.3,47.5,0.6,309.4,249.3,96.3,498.6,1292.7,995.9,3413.8,31229.7,396.1,1592.1,5403.5,5869.8,8077.2,400.9,1046.5,531.7,2532.2,5685.1,3266.7,274.3,1171.8,907.0,358.0,4305.8,29850.7,169.5,259.5,629.8,181.0,627.7,114.6,139.2,1986.7,7142.5,197.7,423.4,469.0,341.3,25.9,5117.9,1567.2,4416.8,697.6,635.7,1318.4,627.2,568.2,2361.1,69.6,168.0,144.7,54.8,133.7,400.0,469.4,52.9,1877.3,267.3,21.2,293.4,3878.0,1
181.0,247.7,181.1,25024.8,2801.6,638.2,592.0,965.8,517.3,1350.7,396.0,411.2,252.0,245.9,140.4,142.5,1048.6,82.9,23.3,47.6,170.1,101.6,39.9,42.6,264.7,56.8,17.0,6.3,194.5,103.0,116.3,2609.5,1157.1,93.8,277.7,224.2,88.2,35.3,47.4,547.9,200.5,990.1,3881.6,129.5,703.1,704.4,39350.0,212.0,2091.7,347.3,633.0,1058.5,683.6,838.5,187.1,383.1,667.0,1224.6,37.2,7.4,79.0,192.6,103.3,36455.3,54.4,44.5,2493.2,25.9,2398.1,316.4,608.2,188.6,477.3,18.5,77.3,637.5,483.3,48.4,230.1,990.8,2545.6,303.3,175.1,132.2,1044.4,184.6,75.1,56.2,259.3,115.9,170.1,74.7,356.4,7643.3,158.7,94.9,944.2,61.2,41.8,165.8,1
