Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19,Feature 20,Feature 21,Feature 22,Feature 23,Feature 24,Feature 25,Feature 26,Feature 27,Feature 28,Feature 29,Feature 30,Feature 31,Feature 32,Feature 33,Feature 34,Feature 35,Feature 36,Feature 37,Feature 38,Feature 39,Feature 40,Feature 41,Feature 42,Feature 43,Feature 44,Feature 45,Feature 46,Feature 47,Feature 48,Feature 49,Feature 50,Outcome
4.64147,0.977981,19.5724,0.174896,0.016187,0.177007,1.36802,0.879224,3.41328,0.162224,4.54246,-0.180908,0.367279,0.297205,2.94088,929.319,0.528405,16.22,0.264389,0.995679,-0.977226,0.332734,198.692,1.98519,0.469862,0.0126582,58.7125,1.50717,0.107364,0.212856,5.85862,1.46701,1.07535,470.895,0.0655875,0.156077,0.260443,-3.00283,1.27498,0.120439,129.372,38.3649,1.25604,5.92905,0.0,0.211652,-0.160573,1.74641,2.71856,0.374251,1
3.04271,0.209199,119.697,0.256238,0.040672,0.218249,0.86216,0.935506,3.2016,0.157557,4.24933,175.178,0.959894,0.434733,4.83538,4090.73,2.39795,30.7963,0.231653,0.471374,-0.651787,0.296198,521.914,3.12939,0.474479,-0.274847,98.8009,1.20593,0.170163,-0.0905569,5.78149,1.16095,0.482252,366.715,0.0900962,0.230282,1.10953,-4.51745,1.55289,0.09001,189.432,4.85612,-0.356081,4.04872,0.00618921,0.179564,-0.743614,1.01014,-0.0632337,0.244835,1
4.18988,0.927111,40.8834,0.245197,0.00832178,0.389692,1.24958,0.843187,3.32129,0.224895,4.30513,254.793,-0.0471216,0.356286,2.35015,1229.13,0.600895,4.03048,0.277393,0.639053,-0.264741,0.266297,93.0988,4.67041,0.489205,-0.609431,67.2827,1.52587,0.203087,0.126177,6.61542,1.3068,0.597283,279.18,0.046546,0.290225,0.281663,-3.78807,1.81471,0.0843567,168.956,-14.0553,-0.304175,7.76912,0.0,0.138948,-0.12663,1.96421,2.7465,0.256275,1
3.97615,1.12856,0.436043,0.262493,0.0075643,0.443229,1.28575,0.818061,3.23669,0.206811,4.52908,244.294,0.413305,0.145075,1.92496,829.659,0.444731,7.60282,0.234493,1.17113,0.92135,0.319213,62.0111,4.81098,0.465181,0.0162299,14.1881,1.59829,0.126373,0.19363,7.06332,1.46885,0.661317,271.251,0.0898968,0.379652,-0.218405,-3.21036,1.38907,0.0857591,153.807,-4.63995,0.568089,5.72973,0.0,0.140198,0.384113,2.44102,1.64225,0.267457,1
3.79207,0.482864,362.267,0.237684,0.0180288,0.193241,1.58441,0.918872,3.15657,0.159887,4.25712,-0.199951,0.946886,0.268857,3.09628,1727.73,1.12912,19.7743,0.247596,1.03585,-0.07662,0.407452,235.89,3.75197,0.493495,0.131575,197.163,1.31737,0.141818,-0.118365,5.47542,1.43543,0.475078,446.481,0.111423,0.274781,1.07317,-3.67409,1.46156,0.0752645,135.627,7.74439,0.362885,4.60367,0.00120192,0.17499,0.0947801,1.21584,0.187209,0.238118,1
3.20418,0.655266,6.04827,0.230888,0.00272109,0.533819,1.66327,0.898561,3.34987,0.293247,4.2005,204.624,0.90242,0.108966,2.15213,1243.93,0.93223,14.0178,0.315646,1.043,1.79372,0.352381,121.097,5.47737,0.496557,0.770115,4.72283,1.24466,0.131127,0.0138483,5.19628,1.30781,0.869337,338.17,0.165024,0.43267,1.20565,-3.31268,1.11716,0.0682736,127.496,-4.26062,0.532123,4.80256,0.00136054,0.0999872,0.0995963,0.572417,-0.144911,0.201638,1
4.20193,0.62597,0.858034,0.23919,0.0194286,0.460971,1.32954,0.80647,3.26585,0.247551,4.33669,223.547,0.735934,0.145274,1.88743,987.127,0.582524,6.76534,0.253714,1.24494,1.65122,0.315429,86.7059,6.45413,0.48442,0.202677,8.86026,1.66109,0.111515,0.307497,7.23314,1.69589,0.518515,293.046,0.122404,0.369704,-0.0702583,-4.27893,1.21524,0.0795042,175.295,18.6232,0.323079,2.90271,0.0,0.10117,0.133299,3.01584,0.636767,0.26808,1
4.36399,0.832763,22.2278,0.257604,0.00878477,0.387344,1.08272,0.88221,3.08241,0.180379,4.29701,52.071,0.544482,0.269701,3.28572,1169.72,0.525618,26.5838,0.20205,0.665581,-0.0513938,0.306003,111.642,3.08326,0.493111,0.0616637,106.969,1.63037,0.146703,0.433723,6.76963,1.38177,1.46851,471.612,0.0765406,0.282461,0.139915,-2.31553,1.15266,0.111942,153.802,7.90791,0.575865,2.22112,0.0,0.201439,-0.0315194,2.48607,0.100709,0.243881,1
6.33842,0.761182,441.703,0.453926,0.0,0.0,0.939377,0.771735,3.55518,0.146546,3.93256,172.233,-0.637142,0.599531,2.3922,1444.89,0.323162,125.343,0.278665,1.10863,-2.15615,0.214804,282.844,1.58378,0.286634,-2.95554,323.759,1.38248,0.14054,-0.554543,13.3043,0.266365,3.44669,396.038,0.0812174,0.278998,0.567412,-1.00108,0.989401,0.231397,100.637,-25.1115,1.61326,8.33783,0.0,0.388077,-0.81985,1.57472,0.656153,0.114893,1
4.19537,0.644964,33.4648,0.225323,0.0152091,0.259439,1.33487,0.901224,3.25697,0.172767,4.53429,100.745,0.975455,0.133297,2.71485,1237.97,0.750029,16.9933,0.234474,1.28309,0.941052,0.277567,132.397,3.49924,0.497581,0.147449,49.297,1.31148,0.111357,0.138374,4.848,1.60602,0.292612,436.814,0.0884788,0.245427,0.803551,-4.55307,1.46989,0.0878545,164.388,55.8277,-0.358976,2.46355,0.0,0.150722,-0.284327,1.30897,0.951754,0.285811,1
4.3824,1.31798,53.8821,0.242442,0.0274443,0.15263,1.31021,0.841656,3.41846,0.229974,4.4437,145.408,-0.359585,0.12847,2.25472,802.681,0.358965,5.04183,0.226415,0.991808,1.33072,0.295026,58.6576,3.69011,0.496003,-0.00248484,68.4346,1.68378,0.142341,0.385317,7.17589,1.34861,0.780508,383.969,0.0420393,0.305001,0.0352835,-3.52121,1.41604,0.0845042,159.386,16.2192,0.499845,2.32764,0.0,0.139882,-0.0773316,2.79561,2.63834,0.265429,1
3.9766,1.36625,10.1913,0.218876,0.0135593,0.503671,1.23521,0.817361,3.40485,0.212279,4.33106,261.127,0.671852,0.119037,1.82373,705.782,0.406853,10.3862,0.272881,1.43092,1.71823,0.29661,57.3706,5.78435,0.437807,0.357619,1.60452,1.62642,0.120335,0.621136,5.83023,1.54632,0.854552,287.967,0.083268,0.416336,-0.0387731,-3.48465,0.992587,0.0763516,158.606,18.1912,0.244226,3.14991,0.0,0.0930743,-0.106293,1.92033,1.15045,0.20815,1
3.51838,0.677093,136.911,0.205192,0.0157819,0.191225,1.6388,0.920736,3.17884,0.191965,4.39102,17.4999,0.860287,0.199469,2.863,1285.49,0.789042,14.368,0.228121,1.3518,-0.310696,0.360115,177.846,3.21098,0.494682,0.177037,12.5928,1.33741,0.159768,0.363789,6.1275,1.41909,0.42143,444.353,0.114965,0.254517,1.16024,-3.84354,1.088,0.0985964,124.636,7.09704,1.23027,4.78737,0.00286944,0.18314,0.0583201,1.09495,-0.112739,0.271987,1
3.4531,0.65991,613.353,0.283065,0.0122449,0.0,1.25037,0.889907,3.18308,0.174825,4.23509,-0.313477,0.74725,0.228165,2.68992,1347.65,0.809614,17.1599,0.288435,1.02434,0.294372,0.27619,166.647,3.79106,0.497032,0.306479,34.4504,1.29617,0.182151,-0.0682226,5.49902,1.3907,0.558598,451.004,0.131287,0.252681,1.72056,-3.79492,1.29553,0.0928205,134.42,11.2817,0.638199,2.81061,0.0,0.157122,0.0220626,1.29901,-0.285956,0.2344,1
4.24714,1.81275,54.1532,0.201249,0.00655022,0.130391,1.32027,0.848814,3.37831,0.227595,4.19702,115.658,0.548875,0.0237735,1.93428,559.006,0.266233,30.2998,0.253275,1.08148,2.11814,0.329694,33.9633,5.24022,0.472622,0.450175,22.0202,1.47597,0.108744,0.230362,4.76963,1.45199,0.208412,466.094,0.0581897,0.297695,0.243991,-4.90452,1.31925,0.0744028,150.702,54.2886,-0.387059,1.88543,0.0,0.107479,-0.0214472,2.27038,0.888529,0.249127,1
3.9746,0.600328,24.1791,0.225112,0.0258152,0.252751,1.36719,0.915384,3.44813,0.187847,4.39957,156.818,0.94968,0.329361,2.90883,1599.86,0.89181,38.2553,0.25,0.715416,0.841623,0.335598,142.692,3.42916,0.445675,0.0384482,25.3511,1.25229,0.145267,-0.19092,4.85279,1.09583,1.23814,391.887,0.0931231,0.269905,0.952517,-2.79722,1.51656,0.0745236,161.238,30.1945,-0.592489,5.97154,0.0,0.140261,-0.565194,0.873829,0.370116,0.196154,1
5.06405,0.637492,580.631,0.362429,0.00127226,0.0106483,0.75297,0.865632,3.37908,0.139022,3.89739,216.967,0.57986,0.0384203,2.66117,1838.87,0.609761,100.928,0.291349,0.19826,0.941231,0.40458,107.918,2.54913,0.383281,1.07956,251.509,1.55829,0.230975,-0.23165,10.4837,0.414651,1.87886,287.236,0.0676138,0.233982,-0.335668,-2.08716,1.59779,0.102296,158.683,-55.6033,-0.668202,4.35557,0.0,0.237556,0.434018,1.68172,0.326684,0.172045,1
3.96809,0.579699,16.1161,0.209739,0.0169713,0.159683,1.38414,0.910007,3.29616,0.169739,4.21418,69.0086,0.960173,0.425714,3.97837,1965.32,0.783825,40.1566,0.236292,0.856139,-1.28657,0.348564,372.778,2.16388,0.485526,-0.328481,21.8904,1.32524,0.139094,0.15402,5.92093,1.04184,0.808783,479.497,0.0709855,0.180674,0.438738,-2.53762,1.99161,0.149302,157.174,22.8684,-0.527447,4.55894,0.0,0.264577,-0.670188,1.68842,0.880458,0.148942,1
3.99097,0.249107,1067.42,0.286198,0.00982318,0.0,1.02815,0.891895,3.01475,0.150262,3.71481,-0.0414429,0.644704,0.181339,3.40145,2081.69,1.04309,10.4626,0.198428,1.23903,0.526605,0.399804,235.684,2.87786,0.499515,0.281192,12.7932,1.53118,0.144945,0.194395,9.29618,1.25065,0.551253,335.79,0.0989458,0.324482,0.328761,-3.8154,1.17632,0.115806,158.148,-24.4219,0.522176,1.68774,0.0,0.252572,0.531776,3.21379,-0.0553394,0.234427,1
4.40516,1.77744,30.7247,0.272088,0.00416667,0.180637,0.790646,0.736683,3.24103,0.174568,4.24178,223.397,0.148623,0.148011,1.57022,511.892,0.237986,5.5781,0.25,1.07596,0.205846,0.29375,41.3046,5.30947,0.498926,0.0651102,134.897,1.71331,0.138509,-0.269528,7.29108,1.69285,0.863123,327.921,0.0742832,0.422906,-0.00740052,-3.48405,1.09753,0.0864945,143.697,-25.2919,0.931064,3.54323,0.0,0.122994,0.112116,4.67443,1.09065,0.238539,1
3.92313,0.571298,136.285,0.242621,0.0185185,0.23454,0.948741,0.917862,3.33387,0.170655,4.24112,66.5602,0.607594,0.195875,2.94223,1609.4,0.914621,39.9763,0.265873,0.660758,0.766728,0.316138,187.624,3.60892,0.492122,0.0774021,101.506,1.27584,0.147619,-0.230017,4.84298,1.15882,0.901628,461.34,0.106358,0.244694,1.86485,-2.73021,1.68844,0.0733897,150.684,38.3085,-0.445335,4.29135,0.0,0.156267,-0.333376,1.05905,0.529058,0.157017,1
3.60634,0.36956,13.6632,0.250671,0.00876232,0.395596,1.52007,0.921429,2.95935,0.192628,3.99192,26.5294,0.942165,0.326776,3.86377,1854.61,1.15545,26.3932,0.219058,0.783426,0.602659,0.348302,182.232,3.29791,0.495608,0.298396,0.0,1.52433,0.148703,0.603395,5.84684,1.40582,1.56209,487.503,0.124023,0.286893,0.461605,-2.3835,1.25251,0.084738,142.81,12.1533,1.39106,1.77925,0.0,0.176845,0.0931687,1.41784,0.502298,0.279206,1
3.77985,0.452,49.5151,0.276478,0.0418301,0.210565,0.960965,0.908455,3.70168,0.149994,4.44647,228.787,0.96476,0.43342,3.13163,2104.45,1.19883,45.0777,0.352941,0.173486,0.146669,0.254902,144.507,4.56207,0.499039,-1.31278,104.722,1.17382,0.223257,-0.5271,4.51855,0.888581,1.41029,367.925,0.0995256,0.180127,1.68404,-2.57306,1.66676,0.0596276,145.224,-12.1665,-0.451683,9.63257,0.00130719,0.102596,-0.411533,0.700916,0.469795,0.177162,1
3.80081,0.454248,2.51673,0.252206,0.0105708,0.387886,1.01603,0.886475,3.14262,0.200344,4.22448,138.311,0.86688,0.176413,3.21901,2008.66,1.04257,13.0871,0.226216,0.970342,0.385769,0.331924,200.56,3.33693,0.482754,-0.13874,25.7026,1.48496,0.140098,0.326038,7.5048,1.26694,0.326625,349.019,0.0968096,0.325653,0.542187,-4.35581,1.44336,0.102682,166.905,1.83439,0.250762,2.9268,0.00105708,0.188461,0.175591,2.05786,0.967536,0.217478,1
4.01027,2.48052,69.6215,0.233123,0.00389105,0.136091,0.914463,0.885558,3.22664,0.178811,4.17667,-0.912476,-0.287584,0.0473266,2.28836,437.077,0.26002,20.3893,0.287938,1.18066,0.589728,0.381323,37.2908,4.33062,0.430769,0.578931,29.8439,1.23915,0.119009,-1.38875,4.43279,1.04592,1.02335,497.368,0.106439,0.459319,1.13982,-1.87298,1.01889,0.0618039,81.0092,-13.6914,3.98184,3.40414,0.0,0.121955,0.293287,1.56451,0.326921,0.105866,1
4.63171,0.376893,71.2251,0.226912,0.0456432,0.216656,0.829127,0.909845,3.55472,0.15046,4.56523,269.742,0.896706,0.699911,3.54453,2888.79,1.30515,8.64,0.231328,0.0198456,-2.20764,0.257261,248.167,3.59766,0.494477,-2.48425,170.956,1.09572,0.254614,-0.356841,5.29384,0.901328,1.03263,319.315,0.0466055,0.17975,1.71532,-3.364,1.73708,0.0859312,186.803,-44.6205,-0.788868,8.92323,0.0539419,0.16371,-1.3333,0.5882,-0.0969973,0.196683,1
2.88199,1.16431,5.12631,0.270562,0.0,0.454875,1.1252,0.877141,3.26451,0.25923,4.28639,281.06,0.626167,0.16167,2.18792,862.042,0.506145,4.04184,0.303158,0.519874,0.578041,0.303158,25.1175,5.73017,0.487796,0.564495,31.2855,1.28027,0.188888,-0.45125,4.31224,0.875451,0.527543,304.573,0.0931716,0.372567,1.27486,-4.17582,1.42112,0.0361633,127.372,-37.3142,0.137203,5.91742,0.0,0.0743947,0.0438779,1.02959,0.136134,0.202119,1
4.60766,1.14925,95.7363,0.280758,0.00660793,0.109385,0.972255,0.827572,3.27456,0.140718,4.17453,29.6323,-0.353711,0.0263918,2.53496,684.438,0.263094,11.0514,0.26652,2.15422,1.53723,0.325991,78.1728,2.66196,0.482683,0.356464,202.357,1.84071,0.157695,0.567957,7.90359,1.33279,0.72343,484.062,0.0405876,0.231777,-0.330127,-2.65406,0.990568,0.0993903,115.037,-3.64324,3.03701,1.72495,0.0,0.255966,0.626922,3.13003,1.81565,0.311985,1
2.938,0.179273,39.6254,0.250427,0.0607083,0.355414,1.27396,0.938895,3.12647,0.190512,4.20667,201.851,0.973888,0.477902,5.29402,4224.63,2.55232,29.934,0.192243,0.771413,0.443924,0.368465,470.404,3.37956,0.498854,0.12081,36.181,1.36774,0.165203,0.242866,6.75222,1.17505,0.352128,282.251,0.101679,0.280525,1.09716,-4.76944,1.6731,0.0963814,205.462,12.9487,-0.332356,1.73555,0.00084317,0.179404,-0.591035,1.53753,-0.120509,0.214373,1
3.39558,0.854521,14.9975,0.229785,0.0100575,0.454382,1.24267,0.858892,3.5067,0.23256,4.60619,470.61,0.103277,0.396706,2.06068,1079.8,0.62584,9.13409,0.25431,1.22626,0.767633,0.295977,56.9593,5.56214,0.491474,0.11819,29.0777,1.38942,0.150925,0.0235118,5.76072,1.34307,0.267518,139.587,0.0895545,0.383075,0.37132,-4.40693,1.44079,0.065409,159.419,-6.11297,-0.112106,5.99255,0.00143678,0.0874919,0.00067029,1.61118,1.12151,0.220645,1
3.37003,0.194538,1387.62,0.254993,0.0126796,0.0,1.26937,0.900254,2.83248,0.193906,3.78106,-0.495361,0.952992,0.251563,3.71337,2662.49,1.68085,4.93468,0.197802,1.13603,0.718595,0.431107,261.508,3.82438,0.490854,0.178945,13.1311,1.48319,0.15203,0.315172,7.9836,1.47013,0.266899,293.2,0.105633,0.344897,0.119097,-4.3441,1.26737,0.0971381,169.117,-19.397,0.218979,1.71589,0.0,0.186654,0.479106,2.05489,-0.121091,0.246842,1
3.19454,1.54694,10.5035,0.311238,0.0,0.429871,1.20754,0.904682,3.44511,0.206443,4.21135,63.1693,0.604317,0.0388789,2.61325,825.787,0.481208,9.97013,0.338983,0.547236,1.22272,0.350282,49.4767,3.91613,0.468833,1.49742,140.968,1.15283,0.266692,-1.46508,4.11405,1.13832,1.91449,496.276,0.170477,0.324289,1.9979,-1.19246,1.03773,0.0699181,73.4456,-42.0509,3.88441,5.73126,0.0,0.134208,0.269768,0.496018,0.132616,0.220396,1
3.07983,0.11392,116.345,0.269715,0.0186537,0.333478,0.994883,0.961213,2.57968,0.186311,3.60209,102.932,0.994502,0.25368,6.9748,4477.82,2.49595,3.68833,0.143552,0.728038,0.655148,0.478508,368.848,3.21858,0.497195,0.170492,0.0,1.53408,0.157882,0.269741,8.69732,1.2352,0.320089,396.358,0.0930926,0.293494,0.142555,-5.05717,1.44263,0.0885868,182.241,-12.5547,-0.0746821,1.32629,0.0,0.220977,0.423853,2.68339,-0.0468007,0.243272,1
4.11472,2.0943,31.4817,0.189372,0.0,0.217819,1.58302,0.894579,3.17617,0.168467,4.01804,56.2824,-0.182311,0.0547064,2.32109,512.961,0.293166,15.2837,0.274306,1.2152,0.899485,0.319444,44.989,3.15631,0.431481,0.0588937,44.5642,1.5942,0.212218,-1.16282,5.93313,1.05945,1.3308,496.022,0.220821,0.269935,0.495692,-1.788,1.01769,0.0837412,83.106,-14.9421,2.76503,4.08794,0.0,0.149591,-0.0275501,0.547927,-0.0993534,0.15124,1
3.53827,1.16828,5.19902,0.213391,0.0020284,0.40537,1.86744,0.880527,3.33191,0.251857,4.30383,130.4,0.351466,0.122694,2.58974,978.921,0.513544,21.9274,0.296146,1.18847,0.195468,0.269777,81.9846,3.7763,0.496878,-0.426515,75.4164,1.23467,0.201162,-0.487012,5.03234,1.09089,1.16844,427.991,0.0987346,0.261921,1.45615,-2.27222,1.39539,0.0804916,113.734,-13.4051,0.559237,4.89988,0.0,0.142184,0.0222269,0.975472,0.114377,0.204894,1
2.98115,0.752282,10.9854,0.247468,0.0101449,0.401932,1.32945,0.85,3.48348,0.22173,4.39597,259.784,0.952075,0.254246,2.36429,1366.56,0.828894,6.66238,0.33913,0.978953,0.261082,0.304348,111.44,5.36427,0.492876,0.362613,27.0223,1.23781,0.187369,-0.314713,5.15462,1.36241,0.454012,330.53,0.113949,0.353289,1.76886,-4.40415,1.28222,0.072067,121.052,-15.5486,0.344886,6.63546,0.0,0.0903161,0.164989,0.713455,0.00475286,0.240718,1
3.32481,0.658383,18.7435,0.24694,0.0183599,0.42935,1.30224,0.881094,3.24126,0.202356,4.32109,254.74,0.814942,0.215552,2.32914,1367.21,0.837382,5.265,0.237454,1.25523,1.30629,0.330477,99.1774,4.21846,0.487022,0.0501097,20.8714,1.4793,0.143147,0.0171948,5.9974,1.16963,0.498018,292.45,0.109309,0.34394,0.775602,-3.67495,1.32506,0.0704846,179.983,10.4976,-0.204861,4.10948,0.0,0.130485,-0.130245,1.29449,0.22749,0.210526,1
4.67144,1.34698,21.469,0.261669,0.00379507,0.28139,1.55539,0.843359,3.18502,0.204075,4.15039,101.185,0.742779,0.128709,2.38681,770.941,0.368957,4.8687,0.256167,1.06983,0.692219,0.318786,86.9851,3.80805,0.445741,0.337886,6.4799,1.44053,0.161595,-0.165873,6.29615,1.46262,0.586695,427.086,0.0902276,0.301957,0.998511,-3.86815,1.24223,0.0952304,136.284,0.854285,1.32373,3.19858,0.0,0.173034,0.286386,2.60616,1.61313,0.257614,1
5.78637,4.0518,46.0224,0.320847,0.00873362,0.000961547,0.415171,0.539654,3.78677,0.0955378,4.67897,185.231,-0.512172,0.293291,1.47458,250.679,0.0717207,4.70215,0.279476,2.05927,0.0420182,0.279476,33.623,2.81968,0.280119,0.0305298,79.5997,1.66196,0.143132,0.128687,9.49526,1.17593,0.895692,289.155,0.0125804,0.356495,-0.20915,-2.60623,0.632245,0.157218,120.122,-18.8896,2.50367,3.15622,0.0,0.211679,0.18413,6.42322,4.34655,0.246162,1
5.26419,1.26666,86.5593,0.260532,0.00185529,0.189585,1.1525,0.844629,3.27711,0.170637,4.09382,8.35339,-0.704311,0.173215,2.40985,857.905,0.30003,8.06677,0.235622,0.992614,0.29157,0.356215,82.7048,2.80448,0.446255,0.0952134,3.75943,1.69205,0.129191,0.0611008,8.52212,1.21062,0.436601,429.834,0.0585334,0.351289,-0.488362,-3.23941,1.04366,0.141781,137.258,-33.8598,1.20226,2.74966,0.0,0.267108,0.423565,3.82861,2.14881,0.210482,1
2.88151,0.245109,56.7474,0.247234,0.0140845,0.460091,1.24325,0.923644,3.05899,0.197357,4.00239,205.396,0.95264,0.197646,4.16296,3351.18,2.28676,13.9295,0.268545,0.754385,0.353124,0.381221,330.023,4.03101,0.499557,0.424192,297.685,1.29298,0.166426,-0.070294,6.53073,1.24565,0.517748,328.472,0.121475,0.341734,0.644808,-3.90541,1.42165,0.0792873,152.068,-18.0717,0.186513,3.05491,0.000938967,0.14974,0.172844,0.824105,-0.0181363,0.226162,1
3.89938,1.36716,6.63263,0.218563,0.00516796,0.590068,1.98392,0.889201,3.56491,0.24259,4.34166,140.179,0.579636,0.229902,1.96194,633.706,0.492351,3.23298,0.354005,1.16455,1.02323,0.320413,43.4819,6.36665,0.475839,-0.0924194,6.89767,1.31245,0.179414,-1.06681,4.19188,1.40533,0.946883,420.376,0.182714,0.455239,1.59909,-3.14146,0.765425,0.0475317,81.4799,-33.2963,2.627,6.34723,0.00516796,0.0875917,0.175898,0.591854,0.0983736,0.201461,1
2.76472,0.448211,36.9332,0.240726,0.0252101,0.314291,1.38419,0.910152,3.5384,0.283242,4.27239,273.111,0.968608,0.22118,2.55723,1843.76,1.37613,17.4165,0.328932,0.89775,0.721978,0.32533,151.384,5.36888,0.490747,0.115476,48.0984,1.20735,0.199789,-0.447534,5.14428,1.0366,0.448865,335.702,0.164094,0.360927,1.5786,-4.52377,1.31353,0.0549469,124.654,-32.671,0.466189,4.70446,0.00120048,0.106626,0.114452,0.635618,0.0392515,0.190013,1
3.26271,1.32876,5.11661,0.194425,0.012987,0.441055,1.49231,0.867308,3.49886,0.257735,4.45497,257.957,0.353198,0.359025,2.25289,844.833,0.468869,2.86582,0.311688,0.938681,0.0559374,0.305195,59.6173,6.56987,0.467189,-0.240443,29.0681,1.3113,0.158425,-0.373785,4.9401,1.45856,0.884347,344.884,0.110661,0.374734,1.3249,-2.89759,1.29227,0.0608529,114.793,-17.7076,0.487667,6.73726,0.0,0.0858524,0.0740174,0.738061,0.280816,0.200214,1
2.93397,0.709192,11.075,0.23199,0.0403101,0.264213,1.02225,0.87684,3.70424,0.219709,4.65512,297.776,0.548175,0.417488,2.56399,1440.96,0.794197,11.9515,0.333333,0.361844,0.224523,0.271318,85.5463,5.01648,0.457687,-1.82373,28.3637,1.11318,0.19249,-0.432987,4.94934,0.860554,0.651672,345.779,0.099735,0.31597,2.51,-3.41851,1.35947,0.0570078,121.975,-29.6723,0.242035,10.096,0.00775194,0.104979,-0.111034,0.642491,0.138483,0.214779,1
4.78119,2.48356,34.5868,0.297392,0.0,0.134249,1.05389,0.731474,3.33085,0.220461,4.334,249.601,-0.218993,0.0805281,1.44327,360.817,0.170016,7.39416,0.279188,0.977251,1.6538,0.28934,10.8274,4.05143,0.438732,0.456161,104.18,1.73857,0.126896,0.208898,7.27111,1.46148,0.926426,309.632,0.0391872,0.420314,0.0823258,-2.88481,1.17417,0.0658401,159.392,-15.9097,1.12079,2.91934,0.0,0.150139,0.292938,5.47808,2.62928,0.230389,1
4.15653,0.46661,95.6796,0.247288,0.0485876,0.255826,1.209,0.905336,3.60073,0.163041,4.7044,226.249,0.985106,0.740611,3.52534,2450.11,1.06994,18.3961,0.233898,0.375027,-3.38064,0.282486,274.327,2.56537,0.485741,-3.18092,340.198,1.1226,0.176011,-0.205628,5.57886,0.880395,1.11179,330.728,0.0802817,0.207356,1.38961,-2.99465,1.65485,0.106607,179.142,-37.76,-0.780445,12.7883,0.0553672,0.239137,-1.55866,0.992989,0.217156,0.214667,1
4.31167,0.939761,366.835,0.244459,0.00496689,0.0,1.24266,0.887798,3.13758,0.172277,4.14497,-0.9104,0.527165,0.181311,2.68913,954.641,0.46585,5.40767,0.211921,1.53781,0.283241,0.380795,104.87,3.11623,0.490561,0.0886438,8.05832,1.62518,0.111206,-0.184372,7.82725,1.46806,0.466945,414.148,0.0629187,0.311419,-0.0785245,-3.82465,0.999639,0.111814,145.826,-15.9222,2.04011,2.44166,0.00165563,0.219901,0.274306,2.41926,1.09225,0.288412,1
4.674,2.68934,10.9996,0.247855,0.0,0.397076,1.17168,0.802397,3.12267,0.236949,4.26572,148.069,0.765071,0.106894,1.70682,392.569,0.190281,5.17437,0.222798,1.03675,1.48384,0.292746,22.4587,4.92954,0.460691,0.219481,50.2134,1.76238,0.110003,0.211364,6.24014,1.74264,0.727793,376.781,0.0595944,0.399873,-0.450201,-3.10392,1.20794,0.0753732,147.227,-2.56465,1.09033,3.24673,0.0,0.133568,0.364717,3.48827,1.7381,0.269658,1
3.49428,1.56055,7.88429,0.209981,0.00255754,0.0,1.74579,0.87194,3.49794,0.294206,4.21367,20.6697,0.499524,0.11139,2.20024,701.877,0.405183,6.40875,0.347826,1.20142,0.671736,0.30179,57.4925,4.74242,0.495156,0.849845,8.39791,1.17004,0.139729,-1.53553,4.73958,1.35322,1.19513,461.195,0.183841,0.412035,3.47049,-2.77086,0.814632,0.069788,86.5087,-25.784,5.81135,6.03827,0.0,0.125314,0.260027,0.972715,0.953116,0.203011,1
2.39956,1.6532,14.3817,0.195968,0.0,0.46155,1.2324,0.871746,3.49605,0.281985,4.35315,224.272,0.205919,0.275916,2.15375,659.049,0.366756,4.10784,0.357746,0.253848,0.955726,0.28169,30.2881,6.12195,0.452715,0.517909,3.36776,1.03729,0.159662,-0.926914,3.99098,1.07585,0.417892,379.895,0.0970826,0.44645,3.52277,-3.97877,1.05596,0.0498514,96.5668,-40.0013,2.23217,6.23375,0.0,0.076698,0.160759,0.662856,0.243601,0.193241,1
4.30855,1.11709,1.75922,0.239347,0.00920245,0.264008,1.44779,0.820858,3.3482,0.21265,4.30674,237.02,-0.142634,0.14497,1.99064,867.917,0.449554,7.05011,0.251534,1.62592,0.58534,0.325153,74.0556,4.27238,0.492714,0.179564,9.49406,1.53342,0.118709,0.412575,7.00517,1.47511,0.590187,285.115,0.144839,0.409893,0.0596196,-3.37803,1.23009,0.0962817,156.527,-5.01984,0.519841,3.68992,0.0,0.158839,0.259201,2.30717,1.40459,0.199728,1
4.5737,1.05701,19.1839,0.273133,0.00643087,0.39135,0.780838,0.766466,3.3377,0.161762,4.55114,172.547,-0.380185,0.173976,1.54798,622.289,0.287512,2.51303,0.241158,0.667491,0.40576,0.292605,39.8967,3.9023,0.47126,0.261297,156.118,1.93992,0.145782,-0.0215336,8.3651,1.53101,0.548973,319.665,0.0633926,0.371975,-0.435537,-2.97906,1.10231,0.103439,172.321,-21.2807,0.3069,4.34878,0.0,0.160284,0.308738,5.86222,1.30357,0.257447,1
