V1,D1,V2,V3,D2,D3,D4,V4,D5,D6,V5,D7,D8,V6,label
1.0,283,3.75,2.0,2,4,25,0.0,0,0,0.0,1,31,3.0,0.0
0.0,131,3.5,2.0,8,3,22,1.0,0,0,0.0,0,97,1.0,1.0
1.0,99,0.54,2.0,8,3,4,0.0,1,1,0.0,1,94,445.0,0.0
1.0,28,10.29,2.0,0,0,10,0.0,0,0,0.0,1,23,1.0,0.0
1.0,59,1.165,1.0,3,3,57,1.0,1,1,0.0,1,62,21.0,0.0
1.0,90,1.25,2.0,7,3,6,0.0,0,0,0.0,1,34,1.0,0.0
1.0,9,4.085,2.0,2,6,10,0.0,0,0,1.0,1,37,1.0,0.0
1.0,114,2.0,2.0,1,3,19,0.0,0,0,1.0,1,23,1.0,0.0
1.0,284,3.5,2.0,5,3,72,1.0,0,0,0.0,0,81,1.0,1.0
1.0,81,2.75,2.0,0,0,80,0.0,0,0,0.0,1,52,26.0,0.0
0.0,244,2.04,1.0,10,6,3,1.0,1,20,1.0,1,144,1237.0,1.0
1.0,199,25.125,2.0,13,6,39,1.0,1,1,1.0,1,153,501.0,1.0
1.0,83,12.0,2.0,7,3,48,0.0,0,0,0.0,0,23,1.0,0.0
1.0,29,5.0,2.0,10,3,9,1.0,1,2,0.0,1,0,39.0,0.0
1.0,150,0.5,2.0,1,6,2,0.0,0,0,1.0,0,87,1.0,0.0
0.0,40,0.75,2.0,7,3,21,1.0,1,5,1.0,1,44,6.0,0.0
1.0,108,0.835,2.0,12,3,28,0.0,0,0,0.0,1,31,1.0,0.0
1.0,135,1.5,1.0,7,3,36,1.0,0,0,1.0,1,0,226.0,0.0
1.0,134,9.335,2.0,10,6,93,1.0,1,6,0.0,1,124,169.0,1.0
1.0,106,1.0,2.0,10,3,42,1.0,0,0,1.0,1,97,1.0,1.0
1.0,81,3.165,1.0,3,3,10,0.0,1,1,1.0,1,97,81.0,0.0
1.0,110,13.0,2.0,9,1,0,0.0,0,0,1.0,1,44,1111.0,0.0
1.0,310,6.75,2.0,7,6,60,1.0,1,11,1.0,1,0,285.0,1.0
1.0,162,0.375,2.0,1,3,23,1.0,0,0,1.0,0,167,1.0,0.0
0.0,97,12.5,2.0,1,3,25,0.0,0,0,1.0,1,62,1063.0,0.0
1.0,180,3.165,1.0,13,3,68,1.0,1,3,1.0,1,123,1.0,1.0
1.0,234,1.625,2.0,7,3,36,0.0,0,0,0.0,1,0,317.0,0.0
0.0,18,0.0,1.0,4,0,0,0.0,0,0,0.0,1,24,1.0,0.0
1.0,84,0.665,2.0,7,3,4,0.0,0,0,0.0,1,31,1.0,1.0
1.0,113,2.71,1.0,12,3,89,1.0,1,1,0.0,1,73,1.0,1.0
0.0,69,0.415,2.0,2,3,8,0.0,0,0,1.0,0,46,1.0,0.0
1.0,237,0.54,1.0,5,3,13,1.0,1,3,0.0,1,68,1001.0,1.0
0.0,107,8.665,2.0,5,3,34,1.0,0,0,0.0,1,52,151.0,1.0
1.0,41,0.0,2.0,1,3,13,0.0,0,0,0.0,1,46,1.0,0.0
1.0,162,4.0,1.0,2,3,2,0.0,0,0,1.0,1,133,1.0,0.0
1.0,114,4.5,1.0,7,4,57,0.0,0,0,0.0,1,68,1211.0,0.0
0.0,93,1.25,2.0,0,0,0,1.0,0,0,0.0,1,23,1.0,0.0
0.0,171,1.5,2.0,7,3,6,0.0,0,0,1.0,1,121,123.0,0.0
1.0,18,4.46,2.0,7,3,6,0.0,0,0,0.0,0,23,1.0,0.0
0.0,219,5.5,2.0,10,3,3,1.0,0,0,1.0,1,80,1.0,1.0
1.0,71,2.54,1.0,7,6,59,1.0,0,0,0.0,1,0,1.0,1.0
0.0,20,10.21,2.0,0,0,0,0.0,0,0,0.0,1,0,51.0,0.0
1.0,88,12.335,2.0,10,6,38,1.0,0,0,1.0,1,37,1.0,1.0
0.0,103,0.5,2.0,7,6,23,1.0,0,0,1.0,1,150,1.0,1.0
1.0,108,12.5,1.0,3,6,30,0.0,0,0,1.0,1,0,18.0,0.0
0.0,72,6.165,2.0,5,3,4,0.0,0,0,0.0,1,76,1001.0,0.0
1.0,75,0.75,2.0,6,3,13,1.0,0,0,1.0,0,106,1.0,0.0
1.0,102,0.29,1.0,7,3,36,0.0,0,0,1.0,1,52,1.0,0.0
1.0,288,0.205,1.0,3,3,6,1.0,1,11,0.0,1,123,2733.0,1.0
1.0,53,0.0,2.0,7,3,13,0.0,0,0,1.0,0,0,1.0,0.0
1.0,200,16.5,1.0,7,3,75,1.0,0,0,0.0,1,23,1.0,0.0
0.0,74,11.585,2.0,12,3,1,1.0,0,0,0.0,1,23,1350.0,1.0
0.0,284,1.335,2.0,2,5,8,0.0,0,0,0.0,1,0,121.0,0.0
1.0,259,0.29,1.0,12,6,42,1.0,1,8,0.0,1,31,376.0,1.0
1.0,162,10.5,2.0,13,3,98,1.0,0,0,0.0,1,0,1.0,1.0
1.0,48,0.415,2.0,7,3,3,0.0,0,0,0.0,1,0,45.0,0.0
0.0,31,9.54,2.0,5,3,2,1.0,0,0,0.0,1,31,1.0,1.0
0.0,121,14.5,2.0,13,6,66,1.0,1,1,0.0,1,37,12.0,1.0
1.0,244,0.04,2.0,9,3,1,0.0,1,1,0.0,0,158,1.0,1.0
