Text,FirstPerson,InnerThinking,ThinkPositive,ThinkNegative,ThinkAhead,ThinkBack,Reasoning,Share_SocTies,Direct_Activity,Interacting,Notifying,LinearGuidance,WordPicture,SpaceInterval,Motion,PastEvents,TimeInterval,ShiftingEvents,Text_Coverage,Genre,Counter,Corpus,label
312,0.0,2.68,0.94,0.47,0.6,0.13,3.71,2.51,0.3,0.6,3.45,2.94,1.79,0.47,0.26,1.41,2.56,0.6,25.42,14,313.0,0,8
313,0.0,2.82,0.22,0.35,0.79,0.09,3.09,1.01,0.22,0.18,3.09,2.2,1.23,2.64,0.31,1.32,0.26,0.44,20.26,14,314.0,0,8
314,0.0,2.59,0.04,0.26,0.39,0.09,3.77,0.74,0.31,0.04,3.99,3.07,2.32,1.75,0.0,0.7,0.26,0.09,20.41,14,315.0,0,8
315,0.0,2.95,0.88,1.43,2.76,0.37,2.44,3.96,1.43,0.0,2.86,3.87,3.04,0.74,0.18,0.41,2.07,0.51,29.9,14,316.0,0,8
316,0.0,2.54,2.02,0.99,0.52,0.39,3.18,4.04,0.09,0.04,3.27,3.48,1.98,0.73,0.04,1.25,1.16,0.47,26.19,14,317.0,0,8
317,0.09,2.69,0.67,3.64,1.3,0.22,2.51,4.31,0.54,0.09,3.37,3.37,2.96,0.94,0.18,1.57,2.74,0.58,31.77,14,318.0,0,8
318,0.0,2.63,1.49,1.01,0.83,0.48,2.14,2.28,0.18,0.0,4.29,4.03,1.79,0.31,0.04,1.01,1.53,0.35,24.39,14,319.0,0,8
319,0.0,1.95,0.35,0.56,0.91,0.48,1.95,2.69,0.22,0.52,2.64,2.43,3.25,0.87,0.17,2.64,1.56,0.48,23.67,14,320.0,0,8
320,0.27,4.36,0.85,0.71,1.11,0.62,4.63,1.87,0.31,0.31,3.16,5.61,4.54,0.93,0.09,2.98,1.69,0.67,34.71,14,321.0,0,8
321,0.26,4.32,0.53,0.7,0.84,0.66,3.74,1.98,0.04,0.22,3.74,5.72,2.69,0.31,0.22,2.55,3.13,0.7,32.35,14,322.0,0,8
322,0.0,2.51,0.4,2.69,1.32,0.13,3.0,2.87,0.09,0.09,2.96,3.31,3.88,0.66,0.04,2.38,1.28,0.4,28.01,14,323.0,0,8
323,0.13,2.76,0.44,1.47,1.6,0.67,2.84,2.4,0.13,0.22,3.2,5.56,3.78,0.4,0.18,4.18,2.98,0.71,33.65,14,324.0,0,8
324,2.43,3.64,0.39,1.61,0.78,0.35,2.47,2.08,0.04,0.65,3.3,6.55,3.21,1.08,0.35,1.21,2.3,0.78,33.22,14,325.0,0,8
325,0.0,1.76,0.14,0.28,0.97,0.42,1.67,0.83,0.46,0.0,5.32,1.8,4.58,1.16,0.0,2.36,0.74,1.06,23.55,14,326.0,0,8
326,0.89,3.89,1.03,3.62,1.7,0.31,4.38,1.03,0.22,1.07,3.45,2.73,3.4,1.39,0.27,1.3,1.61,1.16,33.45,14,327.0,0,8
327,0.09,4.66,0.36,1.36,1.45,0.54,5.83,3.03,0.63,0.09,3.62,3.75,2.03,0.45,0.18,1.13,2.08,0.23,31.51,14,328.0,0,8
328,0.66,3.64,0.12,0.5,0.87,0.37,3.72,1.49,0.29,0.29,2.15,4.76,2.56,0.41,0.25,1.24,1.08,0.37,24.77,14,329.0,0,8
329,0.0,3.0,0.8,1.1,1.33,1.1,3.14,3.09,0.18,0.27,2.39,4.51,2.65,1.5,0.27,2.65,1.28,0.97,30.23,14,330.0,0,8
330,0.0,2.76,1.14,1.01,1.18,0.48,2.76,2.93,0.09,0.0,3.2,2.32,2.71,0.53,0.26,2.67,4.51,0.83,29.38,14,331.0,0,8
331,0.05,3.52,1.01,0.69,1.65,0.82,2.42,3.2,0.41,0.14,2.83,2.1,3.34,0.69,0.05,0.87,4.84,0.5,29.13,14,332.0,0,8
332,0.0,3.52,0.94,1.2,1.5,0.34,3.47,1.59,0.21,0.6,3.39,3.9,4.46,1.03,0.51,1.03,1.76,0.51,29.96,14,333.0,0,8
333,0.27,3.45,1.41,0.36,2.09,0.36,2.04,1.68,0.54,0.27,3.27,2.31,2.36,1.63,0.18,0.77,2.9,1.04,26.93,14,334.0,0,8
334,0.09,2.44,0.53,1.11,1.69,0.36,3.68,3.15,0.4,0.04,3.64,2.84,0.71,0.67,0.27,1.33,0.75,0.98,24.68,14,335.0,0,8
335,0.0,2.81,0.4,0.83,1.14,0.4,3.21,3.25,0.22,0.0,3.69,3.25,1.98,0.44,0.18,2.5,1.23,0.4,25.93,14,336.0,0,8
336,0.04,3.09,0.66,1.1,1.5,0.44,2.87,3.8,0.22,0.22,2.43,3.84,1.19,0.93,0.09,1.77,0.88,0.62,25.69,14,337.0,0,8
337,0.0,2.85,0.43,1.03,1.38,0.6,3.41,2.11,0.17,0.09,2.8,3.36,1.9,0.3,0.09,1.42,0.17,0.56,22.67,14,338.0,0,8
338,0.0,2.19,0.36,0.27,1.25,0.45,1.79,1.83,0.04,0.22,3.79,2.72,2.9,0.71,0.13,3.17,1.88,0.76,24.46,14,339.0,0,8
339,0.44,2.78,0.35,1.15,1.32,1.1,2.56,2.78,0.09,0.22,3.48,3.31,2.21,0.88,0.09,1.76,1.06,0.62,26.2,14,340.0,0,8
340,0.0,2.32,0.54,1.83,1.47,0.27,3.08,3.13,0.49,0.18,4.73,4.02,7.5,0.8,0.09,0.71,2.77,0.4,34.33,14,341.0,0,8
341,0.39,2.59,0.26,0.7,1.01,0.53,3.42,2.98,0.61,1.36,2.72,2.94,7.15,0.88,0.35,0.96,0.53,0.53,29.91,14,342.0,0,8
342,0.0,3.25,1.28,0.73,1.46,0.32,2.65,4.81,0.09,0.37,3.16,3.43,5.17,0.46,0.09,0.87,1.6,0.59,30.33,14,343.0,0,8
343,0.04,3.75,0.17,0.68,1.45,0.26,3.28,4.26,0.38,0.17,2.39,3.15,1.96,0.64,0.09,1.11,1.49,0.21,25.48,14,344.0,0,8
344,0.09,3.02,0.53,1.24,1.38,0.49,3.07,3.51,0.44,0.44,3.42,2.89,1.82,0.53,0.13,0.71,0.62,0.71,25.04,14,345.0,0,8
345,0.76,5.46,1.03,3.45,1.48,0.45,4.21,3.04,0.67,0.58,4.07,5.01,0.94,0.76,0.09,1.92,0.89,0.94,35.75,14,346.0,0,8
346,0.04,5.82,0.3,0.65,0.95,0.52,3.17,2.43,0.17,0.43,3.04,5.25,2.91,1.0,0.82,1.91,1.48,0.56,31.45,14,347.0,0,8
347,0.04,3.65,0.76,0.58,0.98,0.89,2.8,1.78,0.22,0.04,3.16,3.38,3.56,0.8,0.31,1.73,1.91,0.8,27.39,14,348.0,0,8
348,0.0,2.42,0.27,1.84,1.39,0.85,1.84,1.08,0.13,0.18,2.56,4.98,6.78,3.05,0.67,4.76,1.21,0.94,34.95,14,349.0,0,8
349,0.0,1.37,0.3,0.3,0.82,0.17,1.29,1.12,0.17,0.04,2.28,2.41,6.31,1.63,0.26,1.89,1.76,0.82,22.94,14,350.0,0,8
350,0.0,3.69,0.58,1.17,0.99,0.22,4.36,2.56,0.27,0.67,3.42,3.46,3.46,0.58,0.18,1.53,1.39,0.31,28.84,14,351.0,0,8
351,0.0,1.89,0.82,2.4,1.16,0.43,2.62,4.59,0.39,0.09,2.4,5.15,5.19,0.69,0.09,2.53,2.49,0.56,33.49,14,352.0,0,8
352,0.04,3.13,0.27,1.16,1.12,0.36,3.49,0.94,0.09,0.04,3.13,4.08,4.48,1.25,0.18,2.33,1.07,0.45,27.61,14,353.0,0,8
353,0.0,3.53,0.71,0.88,0.93,0.53,3.0,1.86,0.22,0.18,3.14,2.43,7.29,2.39,0.57,1.06,1.02,0.84,30.58,14,354.0,0,8
354,0.04,2.62,0.69,0.86,1.59,0.56,2.41,1.46,0.21,0.04,3.65,2.79,6.27,2.06,0.6,3.01,1.33,1.29,31.48,14,355.0,0,8
355,1.3,3.95,1.35,1.21,1.93,0.67,3.37,3.32,0.36,1.35,2.79,3.1,4.04,0.85,0.22,1.21,1.39,0.81,33.22,14,356.0,0,8
356,0.22,4.2,0.57,1.57,0.96,0.35,3.06,2.58,0.48,0.74,3.41,4.85,3.94,0.48,0.04,0.74,1.62,0.44,30.25,14,357.0,0,8
357,0.0,2.47,0.79,2.16,0.44,0.35,2.73,2.2,0.13,0.22,3.57,5.94,5.86,1.19,0.7,1.06,1.32,1.06,32.19,14,358.0,0,8
358,0.0,3.62,0.34,1.53,0.43,0.6,3.58,2.09,0.21,0.04,2.94,4.52,6.01,0.6,0.26,1.58,2.13,1.28,31.76,14,359.0,0,8
359,0.57,3.85,0.7,1.88,0.61,0.44,3.72,2.06,0.17,0.09,2.84,4.55,3.81,0.35,0.35,1.57,1.05,0.35,28.96,14,360.0,0,8
360,0.13,3.8,0.67,0.98,1.21,0.36,4.03,2.37,0.31,0.04,2.28,3.63,4.34,0.22,0.13,1.97,1.43,0.18,28.08,14,361.0,0,8
361,0.08,2.18,1.47,2.93,1.05,0.25,1.93,2.35,0.25,0.08,2.72,5.82,6.57,1.3,1.05,0.8,0.75,0.5,32.08,14,362.0,0,8
362,0.0,1.95,0.17,0.22,1.43,0.43,1.77,1.3,0.43,0.04,2.9,2.12,1.86,0.35,0.17,1.6,0.91,0.52,18.17,14,363.0,0,8
363,0.04,1.67,0.04,0.75,1.01,0.31,1.62,0.75,0.04,0.04,2.72,1.58,6.8,1.23,0.35,3.24,1.53,0.57,24.29,14,364.0,0,8
364,0.31,2.84,0.74,1.27,1.88,0.65,4.06,2.62,1.0,0.0,3.58,2.36,2.44,0.57,0.09,1.4,1.48,0.7,27.99,14,365.0,0,8
365,0.08,1.8,0.37,0.45,0.37,1.14,2.16,1.51,0.04,0.0,2.37,1.67,3.59,0.37,0.37,1.31,1.27,0.29,19.16,14,366.0,0,8
366,0.48,0.68,0.4,0.36,0.84,0.48,0.96,1.24,0.4,0.04,2.72,1.48,2.68,0.2,0.16,1.84,1.44,0.52,16.92,14,367.0,0,8
367,0.0,2.41,0.43,0.86,1.34,0.39,3.32,2.76,0.17,0.13,3.1,1.29,6.03,0.56,0.47,1.03,0.86,0.52,25.67,14,368.0,0,8
368,0.0,2.78,0.31,0.22,0.53,0.49,2.16,1.94,0.35,0.18,3.75,1.99,4.06,1.9,1.06,1.76,1.41,0.31,25.2,14,369.0,0,8
369,0.04,2.29,0.58,1.17,0.96,0.46,1.59,1.79,0.25,0.17,3.88,1.67,6.26,0.75,0.67,1.38,0.88,0.58,25.37,14,370.0,0,8
370,0.08,1.87,0.16,1.01,1.21,0.35,1.36,0.86,0.54,0.0,3.19,1.25,5.45,2.65,2.14,1.75,2.14,0.58,26.59,14,371.0,0,8
371,0.04,2.57,0.41,1.04,1.08,0.33,2.32,2.24,0.29,0.0,2.61,1.16,5.51,0.83,0.21,1.12,0.58,0.5,22.84,14,372.0,0,8
372,0.0,3.05,0.44,0.35,1.59,0.22,2.6,3.27,0.57,0.0,5.21,2.29,1.06,0.88,0.0,1.06,1.54,1.19,25.32,14,373.0,0,8
373,0.0,2.33,0.57,0.84,1.36,0.04,1.72,2.68,0.4,0.0,4.09,2.02,1.54,1.1,0.92,1.63,0.84,0.57,22.65,14,374.0,0,8
374,0.41,2.73,0.95,1.28,0.87,0.91,3.23,1.28,0.21,0.54,1.91,9.49,7.08,2.44,0.41,3.44,1.37,0.87,39.42,1,375.0,0,9
375,0.26,2.47,0.52,1.73,0.95,1.3,2.17,1.43,0.13,0.95,1.6,7.02,8.4,3.46,0.95,3.38,0.95,1.04,38.71,1,376.0,0,9
376,0.74,2.22,0.96,2.35,1.0,0.57,2.75,1.26,0.44,1.26,2.0,7.06,7.58,2.05,0.61,3.18,0.61,1.0,37.64,1,377.0,0,9
377,0.22,3.21,1.0,1.69,1.0,0.48,2.95,1.22,0.35,0.74,2.95,4.91,7.86,2.43,0.48,3.21,1.09,1.17,36.96,1,378.0,0,9
378,0.17,3.36,0.64,1.53,1.06,1.19,3.28,1.11,0.17,0.51,2.68,6.94,7.15,2.3,0.34,4.34,0.64,0.81,38.22,1,379.0,0,9
379,0.2,2.38,0.6,1.01,0.97,0.6,1.65,1.49,0.2,0.6,1.49,6.85,10.24,2.66,1.01,4.6,1.01,0.77,38.33,1,380.0,0,9
380,1.35,3.77,0.79,2.19,1.03,0.32,2.07,0.95,0.52,1.95,2.3,7.31,3.66,1.47,0.75,3.38,0.95,1.15,35.91,1,381.0,0,9
381,0.77,3.85,1.24,1.63,1.45,0.77,3.72,2.14,0.43,1.71,2.31,8.81,3.42,0.94,0.21,2.1,1.11,1.03,37.64,1,382.0,0,9
382,2.35,3.14,0.31,1.37,0.66,0.97,2.75,1.37,0.18,0.4,2.83,4.83,7.0,2.79,0.75,3.37,0.71,1.02,36.8,1,383.0,0,9
383,0.42,2.36,0.3,1.98,0.97,0.89,2.07,1.82,0.34,1.18,1.86,6.42,6.46,2.28,0.68,4.31,1.06,0.72,36.12,1,384.0,0,9
384,0.34,1.6,0.5,1.22,0.76,0.84,1.18,0.71,0.13,0.84,1.85,6.89,9.33,2.61,1.39,4.87,1.05,0.46,36.57,1,385.0,0,9
385,0.71,2.13,0.79,1.5,0.92,1.25,2.42,1.08,0.04,0.25,2.0,7.67,8.0,1.75,0.92,3.67,1.17,1.04,37.31,1,386.0,0,9
386,0.38,2.26,0.6,0.47,0.9,0.51,2.0,0.68,0.0,0.72,1.71,7.16,8.87,3.54,0.68,3.24,0.94,1.24,35.9,1,387.0,0,9
387,0.43,2.1,0.56,1.07,1.8,1.16,2.36,1.37,0.34,0.51,2.1,7.34,9.14,1.84,0.69,3.43,1.42,1.37,39.03,1,388.0,0,9
388,0.86,1.55,0.47,2.75,1.46,1.2,1.68,1.2,0.39,0.99,2.06,7.95,7.73,2.06,0.69,4.51,1.12,1.12,39.79,1,389.0,0,9
389,0.13,1.55,0.47,1.12,0.43,0.82,1.68,1.16,0.13,0.65,2.33,4.09,11.25,2.72,1.25,3.19,0.99,0.82,34.78,1,390.0,0,9
390,1.8,2.35,0.55,2.1,1.09,0.5,2.73,1.59,0.13,1.68,1.8,5.41,6.08,1.89,0.46,2.77,0.92,0.63,34.48,1,391.0,0,9
391,4.33,2.93,1.13,1.49,1.31,1.04,3.3,1.76,0.41,0.63,2.39,5.91,5.37,2.03,0.63,2.84,0.99,1.08,39.57,1,392.0,0,9
392,0.26,3.27,1.12,0.73,2.49,1.25,3.22,2.06,0.17,0.69,2.36,7.44,4.77,1.85,0.47,2.54,1.16,1.29,37.14,1,393.0,0,9
393,0.59,2.83,1.69,1.56,0.93,0.63,2.79,2.2,0.08,1.35,2.28,7.47,5.78,1.35,0.42,3.0,1.35,0.68,36.98,1,394.0,0,9
394,0.43,2.06,0.56,2.1,1.24,1.42,2.27,1.63,0.39,1.63,1.93,5.06,8.32,2.75,1.84,4.63,0.9,0.64,39.8,1,395.0,0,9
395,1.04,2.4,0.29,1.41,1.2,0.7,2.03,1.24,0.12,1.12,2.03,9.44,6.92,1.9,0.83,2.57,0.91,1.16,37.31,1,396.0,0,9
396,0.47,2.25,0.56,1.21,0.73,1.12,1.94,1.25,0.22,0.52,1.68,6.74,9.76,2.33,0.99,4.97,1.55,1.04,39.33,1,397.0,0,9
397,2.23,2.06,0.7,1.73,1.15,0.62,4.08,0.82,0.49,1.61,1.32,8.7,6.55,1.85,0.82,3.5,0.7,1.24,40.17,1,398.0,0,9
398,0.0,3.2,0.77,1.08,0.63,1.35,1.94,1.08,0.18,0.32,2.35,8.26,7.81,2.71,0.63,3.29,2.03,1.81,39.44,1,399.0,0,9
399,0.17,2.98,0.76,0.76,1.47,1.18,4.2,0.71,0.08,0.76,2.14,8.44,7.6,1.51,0.29,3.57,1.26,1.05,38.93,1,400.0,0,9
400,0.35,2.87,0.87,0.61,1.35,0.43,2.69,1.0,0.04,0.35,1.82,5.56,7.25,2.39,1.17,3.73,1.17,1.13,34.78,1,401.0,0,9
401,1.05,1.81,0.72,0.56,0.76,1.69,1.45,0.97,0.24,1.29,1.93,10.41,7.8,2.81,0.88,3.38,0.88,0.76,39.39,1,402.0,0,9
402,4.72,2.54,1.56,0.94,1.11,0.76,2.05,2.14,0.04,1.07,1.74,3.43,6.51,1.83,0.53,2.27,1.25,1.29,35.78,1,403.0,0,9
403,4.69,3.81,0.89,1.27,1.35,0.63,2.41,1.9,0.3,2.54,1.86,6.17,4.14,1.18,0.3,1.56,1.4,1.4,37.8,2,404.0,0,10
404,3.94,2.45,0.59,0.47,0.97,0.42,1.69,0.59,0.3,1.23,2.62,5.42,6.94,2.24,0.55,3.0,1.14,1.57,36.13,2,405.0,0,10
405,1.14,2.36,0.46,1.69,0.93,0.42,2.24,0.93,0.04,2.53,1.86,8.91,7.39,3.21,0.68,4.6,1.06,1.27,41.72,2,406.0,0,10
406,0.44,2.37,0.44,1.31,0.79,1.31,2.19,0.61,0.18,0.66,2.5,7.36,8.55,3.81,0.57,4.08,1.14,1.27,39.58,2,407.0,0,10
407,1.35,1.6,0.38,0.93,1.14,0.34,1.47,0.59,0.46,1.3,1.81,6.94,6.56,3.74,0.84,3.45,0.84,1.14,34.88,2,408.0,0,10
408,0.31,2.66,0.13,1.4,1.4,0.87,1.83,0.74,0.09,0.22,1.92,6.5,6.89,3.45,0.96,5.93,1.27,1.79,38.36,2,409.0,0,10
409,0.64,2.39,0.73,1.03,1.2,0.86,2.27,1.03,0.17,0.94,1.92,7.05,7.01,2.57,1.11,2.99,0.98,1.45,36.34,2,410.0,0,10
410,1.77,4.76,1.13,1.33,1.41,0.4,3.95,1.57,0.16,2.22,1.82,5.61,3.87,1.29,0.48,1.98,1.01,1.01,35.77,2,411.0,0,10
411,0.34,3.86,0.17,1.53,1.23,1.91,3.69,1.19,0.38,0.89,1.82,6.69,6.44,1.95,0.68,3.14,0.89,0.97,37.77,2,412.0,0,10
412,0.34,4.37,0.5,0.97,1.51,1.77,3.91,1.18,0.25,1.39,2.57,9.13,4.16,1.43,0.42,2.9,1.89,1.3,39.99,2,413.0,0,10
413,0.47,3.13,1.12,0.9,0.9,0.9,3.35,1.55,0.26,2.66,2.92,6.91,6.44,1.59,0.86,2.49,0.86,0.9,38.21,2,414.0,0,10
414,0.95,3.27,0.5,1.61,1.49,0.58,3.39,1.53,0.0,1.66,2.28,7.78,4.18,1.12,1.08,3.68,1.08,0.91,37.09,2,415.0,0,10
415,0.62,2.98,0.25,1.49,1.49,0.79,1.95,1.08,0.58,1.62,1.99,8.12,7.08,2.94,1.37,2.9,0.5,1.28,39.03,2,416.0,0,10
416,0.29,4.12,0.25,1.4,0.78,1.44,3.83,1.69,0.58,1.52,2.1,5.02,6.3,1.03,0.82,3.13,1.28,0.54,36.12,2,417.0,0,10
417,0.3,2.96,0.51,2.2,1.57,1.1,2.5,1.23,0.08,0.51,2.29,7.75,4.91,1.06,0.34,3.3,0.85,0.68,34.14,2,418.0,0,10
418,0.55,1.74,0.3,1.4,1.36,1.27,2.29,1.19,0.21,2.29,2.46,7.42,6.74,3.05,0.81,3.14,0.72,0.59,37.53,2,419.0,0,10
419,0.85,2.35,0.56,1.67,1.28,0.56,2.48,1.45,0.64,0.85,1.45,6.32,6.75,3.16,0.9,2.73,1.02,0.77,35.79,2,420.0,0,10
420,0.91,3.25,0.74,1.3,1.78,1.34,2.25,1.04,0.13,1.73,2.82,10.36,4.68,1.69,0.56,3.29,1.43,1.3,40.6,2,421.0,0,10
421,0.04,2.45,0.21,1.54,0.6,0.9,2.23,1.07,0.34,0.34,1.8,6.18,8.84,3.6,2.27,4.93,1.37,1.12,39.83,2,422.0,0,10
422,2.79,2.67,0.49,1.21,0.77,0.36,2.27,0.93,0.61,1.78,2.06,7.53,7.77,2.11,0.65,2.63,1.17,0.93,38.73,2,423.0,0,10
423,0.29,2.2,0.42,1.46,1.08,0.79,2.08,0.83,0.46,0.75,2.0,6.24,9.28,2.33,0.71,4.12,0.71,0.92,36.67,2,424.0,0,10
424,2.23,3.55,0.51,1.16,0.98,0.64,2.78,1.2,0.26,1.93,2.74,4.92,7.02,1.63,0.73,2.01,0.6,1.03,35.92,2,425.0,0,10
425,0.94,4.15,0.94,2.05,1.11,0.94,2.87,1.28,0.3,1.37,2.57,7.66,5.52,2.22,0.9,3.42,1.24,1.28,40.76,2,426.0,0,10
426,3.13,2.92,0.45,1.07,1.52,0.66,2.88,1.11,0.25,1.19,2.1,5.64,4.24,1.32,0.62,3.13,1.57,1.44,35.24,2,427.0,0,10
427,1.27,2.37,1.35,1.43,1.27,0.98,3.03,1.59,0.33,1.68,1.84,7.36,4.66,1.19,0.29,3.03,1.19,0.65,35.51,3,428.0,0,11
428,1.28,2.73,0.91,1.08,1.49,1.2,3.4,0.75,0.12,0.87,2.28,6.88,4.27,0.87,0.37,2.15,0.99,1.28,32.92,3,429.0,0,11
429,0.56,4.71,0.77,1.45,1.2,0.94,4.66,2.35,0.21,1.54,2.52,6.33,2.52,1.11,0.34,2.31,1.07,0.73,35.32,3,430.0,0,11
430,1.07,3.71,1.03,1.81,0.86,0.49,3.46,1.15,0.45,2.27,1.85,7.95,4.9,1.98,0.74,2.39,0.86,0.74,37.71,3,431.0,0,11
431,0.47,2.24,1.1,1.14,0.93,0.93,2.92,1.73,0.25,0.59,1.86,6.98,5.88,1.14,0.63,3.0,1.14,0.72,33.65,3,432.0,0,11
432,0.85,2.42,1.74,1.1,1.36,0.89,3.56,1.36,0.21,1.1,1.53,7.93,6.02,1.7,0.59,3.65,1.19,0.93,38.13,3,433.0,0,11
433,1.14,3.07,0.61,1.19,0.98,0.74,3.15,0.82,0.16,1.59,1.84,10.71,5.85,2.94,0.9,3.97,1.23,0.94,41.83,4,434.0,0,12
434,1.44,1.94,0.68,1.56,1.27,1.14,1.69,1.01,0.13,1.65,1.69,8.83,8.03,2.75,1.23,4.1,0.55,0.97,40.66,4,435.0,0,12
435,0.38,2.03,0.51,0.89,1.02,0.68,1.31,1.02,0.3,0.8,1.82,8.59,6.39,3.22,1.61,5.5,0.47,0.64,37.18,4,436.0,0,12
436,2.09,2.34,0.17,1.92,1.36,0.77,1.24,0.9,0.13,0.94,2.86,6.39,9.42,1.88,1.49,3.84,0.9,0.9,39.54,4,437.0,0,12
437,1.28,2.52,0.7,1.16,1.07,0.99,3.14,0.66,0.37,1.69,2.15,9.17,5.79,2.19,0.7,3.47,0.79,1.57,39.41,4,438.0,0,12
438,5.83,3.18,0.13,1.1,1.02,0.66,2.74,1.02,0.13,0.44,2.56,4.37,7.29,3.09,0.66,3.31,1.15,1.1,39.78,4,439.0,0,12
439,0.83,1.79,0.54,1.79,1.13,1.38,2.46,1.17,0.0,1.54,1.54,8.31,7.26,1.92,0.67,4.09,1.13,0.5,38.05,4,440.0,0,12
440,0.04,3.48,0.57,1.41,0.97,0.75,2.68,2.11,0.13,0.35,2.24,7.97,8.58,2.24,0.75,4.05,1.1,1.19,40.61,4,441.0,0,12
441,1.55,3.63,0.53,1.8,1.43,0.57,3.18,1.31,0.08,1.96,1.51,9.47,4.24,1.71,0.82,2.98,0.82,0.86,38.45,4,442.0,0,12
442,0.78,2.33,0.2,1.18,1.22,0.61,2.45,0.57,0.49,1.71,1.76,8.74,7.84,2.25,0.61,3.27,0.9,1.1,38.01,4,443.0,0,12
443,0.65,3.67,0.69,1.69,0.65,1.12,2.51,1.38,0.04,0.48,2.55,6.31,4.93,2.07,0.65,4.19,1.21,1.47,36.26,4,444.0,0,12
444,0.66,2.74,0.54,2.82,1.33,0.58,1.83,0.75,0.29,1.74,1.49,7.68,6.35,3.07,1.54,4.4,0.79,0.79,39.39,4,445.0,0,12
445,1.04,2.5,1.04,0.96,1.42,0.46,2.0,1.25,0.13,0.63,1.67,8.5,7.42,3.29,1.04,2.67,1.08,1.21,38.31,4,446.0,0,12
446,0.3,2.33,0.38,1.01,0.93,0.38,2.24,0.89,0.38,0.85,2.16,7.7,5.88,3.97,2.28,4.65,0.72,1.1,38.15,4,447.0,0,12
447,0.17,2.54,0.43,2.02,1.34,0.69,1.64,0.86,0.22,0.65,1.98,6.42,6.2,3.23,0.99,4.78,1.12,0.73,36.01,4,448.0,0,12
448,3.84,2.17,0.63,0.75,0.58,0.21,1.96,1.0,0.08,0.58,1.63,4.3,10.98,2.21,1.75,2.71,0.88,0.92,37.18,4,449.0,0,12
449,3.6,2.96,0.91,1.15,0.51,0.71,2.53,0.79,0.28,1.98,2.21,7.31,5.06,1.94,0.4,2.65,0.67,1.07,36.73,4,450.0,0,12
450,4.84,3.69,1.51,0.84,1.02,0.49,2.49,1.51,0.13,1.73,2.0,6.58,6.27,1.78,0.49,2.27,1.38,1.16,40.18,4,451.0,0,12
451,0.6,2.41,1.0,0.68,0.72,0.88,1.73,1.13,0.24,1.09,2.29,8.84,8.76,2.05,0.84,3.38,1.17,1.21,39.02,4,452.0,0,12
452,0.17,2.39,0.64,2.05,1.07,0.38,2.26,1.07,0.09,0.47,1.84,8.75,11.19,2.69,1.32,4.82,0.9,0.85,42.95,4,453.0,0,12
453,2.29,2.2,0.69,1.51,0.69,0.99,1.47,1.47,0.3,1.08,2.2,5.39,9.37,1.55,0.73,2.89,0.65,0.99,36.46,4,454.0,0,12
454,0.22,2.97,0.39,0.79,1.0,0.92,1.75,0.66,0.04,1.09,1.57,7.56,10.27,3.28,0.74,4.24,1.35,1.09,39.93,4,455.0,0,12
455,0.43,2.7,0.86,2.06,0.73,0.6,3.86,1.97,0.09,0.99,2.4,6.6,6.3,1.76,0.51,2.61,0.99,1.29,36.75,4,456.0,0,12
456,1.95,2.91,0.76,1.28,1.12,0.56,2.63,1.28,0.44,2.11,2.27,10.81,4.07,1.95,1.12,2.47,0.92,0.96,39.61,4,457.0,0,12
457,0.04,1.96,0.46,1.46,0.67,0.75,2.0,0.96,0.42,0.54,1.67,7.04,9.91,3.25,1.58,5.2,0.96,1.12,39.99,4,458.0,0,12
458,0.68,2.43,0.3,1.79,0.98,0.68,1.92,0.94,0.13,0.3,1.79,7.43,8.54,3.59,1.02,3.93,1.2,1.32,38.97,4,459.0,0,12
459,0.86,3.23,0.86,0.86,0.74,0.86,2.25,0.53,0.25,1.19,2.04,9.77,7.44,2.78,0.78,2.98,1.88,1.51,40.81,4,460.0,0,12
460,0.44,2.4,1.31,1.66,1.0,0.48,1.7,1.96,0.0,0.83,1.79,6.42,11.09,1.7,0.7,3.75,0.57,1.0,38.8,4,461.0,0,12
461,0.91,2.3,0.59,1.03,1.03,0.48,2.46,0.59,0.16,1.11,1.47,9.87,8.41,1.9,1.27,4.08,0.83,0.91,39.4,4,462.0,0,12
462,0.0,2.39,0.87,0.95,0.82,1.13,3.91,0.69,0.04,0.69,1.78,7.68,11.55,2.86,1.17,3.99,0.74,0.82,42.08,5,463.0,0,13
463,1.3,2.77,0.74,1.43,1.26,0.48,3.51,1.26,0.17,1.26,2.38,7.15,7.36,2.08,0.56,2.51,1.04,1.0,38.26,5,464.0,0,13
464,0.87,3.14,1.9,1.32,1.61,1.12,3.1,1.65,0.37,1.65,1.49,8.44,5.17,1.32,0.79,2.4,1.16,0.91,38.41,5,465.0,0,13
465,0.71,3.35,1.06,1.34,0.95,1.26,2.17,1.62,0.32,0.87,1.38,8.12,9.06,1.89,0.79,3.15,0.87,0.63,39.54,5,466.0,0,13
466,0.43,3.72,1.04,1.25,1.17,1.21,3.16,1.38,0.3,0.52,2.55,6.44,6.83,1.3,0.39,3.03,0.87,0.99,36.58,5,467.0,0,13
467,1.95,2.43,0.88,1.19,0.72,0.2,2.87,1.07,0.28,2.03,2.23,9.55,6.01,1.59,0.72,3.98,1.11,0.76,39.57,5,468.0,0,13
468,0.63,3.16,0.88,2.19,1.3,1.01,2.02,2.65,0.29,1.43,2.27,7.49,5.3,0.93,0.55,3.49,1.01,0.63,37.23,5,469.0,0,13
